ticket_id,customer_id,date,category,severity,resolution_time_hours,satisfaction_score,related_order_id,escalated
TKT-01707,C-1184,2026-05-31,quality,high,68,2,ORD-7151,True
TKT-00844,C-2707,2026-05-31,quality,high,54,2,ORD-6589,True
TKT-01823,C-2719,2026-05-31,quality,critical,79,1,ORD-5641,True
TKT-00129,C-1852,2026-06-01,technical,medium,21,3,ORD-2669,False
TKT-00294,C-0876,2026-06-01,service,medium,13,5,ORD-6074,False
TKT-01846,C-4641,2026-06-01,delivery,low,35,4,ORD-4213,False
TKT-01722,C-4076,2026-06-01,delivery,high,58,2,ORD-1372,True
TKT-00476,C-4221,2026-06-01,technical,high,49,1,ORD-2553,True
TKT-01626,C-1155,2026-06-01,delivery,low,1,4,ORD-8904,False
TKT-00467,C-3544,2026-06-01,technical,high,48,2,ORD-3300,True
TKT-00195,C-0780,2026-06-01,delivery,medium,19,2,ORD-4361,True
TKT-01050,C-1379,2026-06-01,quality,high,65,1,ORD-2746,True
TKT-00225,C-2880,2026-06-01,delivery,critical,51,2,ORD-8621,True
TKT-00171,C-2585,2026-06-01,billing,low,2,5,ORD-5822,False
TKT-01081,C-2038,2026-06-01,service,low,21,2,ORD-9005,True
TKT-00623,C-2806,2026-06-01,delivery,high,105,3,ORD-5445,False
TKT-00794,C-1423,2026-06-01,technical,critical,55,2,ORD-7900,True
TKT-01467,C-1095,2026-06-01,quality,medium,32,5,ORD-7685,False
TKT-00234,C-3419,2026-06-01,service,critical,81,1,ORD-6454,True
TKT-00815,C-4624,2026-06-01,quality,high,65,1,ORD-6782,True
TKT-00502,C-1878,2026-06-01,billing,critical,71,1,ORD-6776,True
TKT-00999,C-3864,2026-06-01,billing,medium,57,1,ORD-4533,True
TKT-00084,C-0881,2026-06-01,billing,medium,84,3,ORD-1260,False
TKT-00157,C-1139,2026-06-01,quality,low,65,3,ORD-5288,False
TKT-01837,C-4245,2026-06-01,quality,critical,69,1,ORD-6178,True
TKT-01848,C-4431,2026-06-01,service,high,91,2,ORD-9101,True
TKT-00863,C-0588,2026-06-01,technical,low,3,4,ORD-6700,False
TKT-01572,C-0816,2026-06-02,technical,medium,3,3,ORD-4481,False
TKT-01866,C-1365,2026-06-02,delivery,medium,19,5,ORD-7919,False
TKT-00271,C-4178,2026-06-02,delivery,low,3,3,ORD-3637,False
TKT-01705,C-3501,2026-06-02,delivery,low,67,2,ORD-4380,True
TKT-00096,C-2892,2026-06-02,quality,critical,79,2,ORD-8923,True
TKT-01793,C-2731,2026-06-02,delivery,high,48,1,ORD-7931,True
TKT-01480,C-3840,2026-06-02,delivery,low,3,5,ORD-7942,False
TKT-01893,C-3366,2026-06-02,delivery,high,63,1,ORD-1385,True
TKT-01238,C-4830,2026-06-02,delivery,critical,58,2,ORD-1295,True
TKT-00081,C-2844,2026-06-02,delivery,high,64,2,ORD-7903,True
TKT-00663,C-3211,2026-06-02,delivery,high,73,1,ORD-8899,True
TKT-01844,C-4291,2026-06-02,quality,high,179,1,ORD-7070,True
TKT-00927,C-4666,2026-06-02,delivery,high,61,1,ORD-3647,True
TKT-00660,C-2602,2026-06-02,delivery,critical,64,1,ORD-9390,True
TKT-00595,C-2037,2026-06-02,delivery,critical,72,2,ORD-2416,True
TKT-00052,C-0540,2026-06-02,delivery,low,4,5,ORD-7621,False
TKT-01044,C-3935,2026-06-02,quality,medium,14,3,ORD-1988,False
TKT-00995,C-2980,2026-06-02,delivery,medium,64,1,ORD-9605,True
TKT-01035,C-1180,2026-06-02,delivery,low,9,4,ORD-4046,False
TKT-00621,C-4370,2026-06-02,billing,high,118,1,ORD-6188,True
TKT-00646,C-3553,2026-06-02,delivery,medium,4,5,ORD-1635,False
TKT-01023,C-3977,2026-06-02,delivery,high,73,3,ORD-9695,False
TKT-01460,C-2615,2026-06-02,billing,critical,72,1,ORD-9957,True
TKT-01271,C-1254,2026-06-03,delivery,low,19,3,ORD-9555,False
TKT-00217,C-3731,2026-06-03,service,high,58,1,ORD-7350,True
TKT-00227,C-1274,2026-06-03,delivery,medium,9,2,ORD-3062,True
TKT-00231,C-2880,2026-06-03,billing,critical,58,3,ORD-5847,True
TKT-00874,C-2676,2026-06-03,delivery,high,66,3,ORD-6290,False
TKT-00532,C-1439,2026-06-03,technical,critical,103,3,ORD-3948,True
TKT-00035,C-4269,2026-06-03,billing,low,6,4,ORD-4768,False
TKT-00928,C-4086,2026-06-03,technical,critical,125,1,ORD-8751,True
TKT-01923,C-4157,2026-06-03,technical,medium,3,3,ORD-1356,False
TKT-00916,C-0263,2026-06-03,billing,critical,64,1,ORD-5619,True
TKT-00394,C-1860,2026-06-03,service,critical,51,2,ORD-6877,True
TKT-01067,C-1442,2026-06-03,service,low,15,5,ORD-8908,False
TKT-00012,C-3148,2026-06-03,billing,medium,6,2,ORD-8073,True
TKT-00749,C-2701,2026-06-03,delivery,medium,39,5,ORD-1435,False
TKT-01500,C-3502,2026-06-03,delivery,critical,50,1,ORD-6208,True
TKT-00291,C-0954,2026-06-03,billing,critical,48,1,ORD-9180,True
TKT-00578,C-3811,2026-06-04,delivery,medium,6,3,ORD-3756,False
TKT-01209,C-1570,2026-06-04,billing,low,5,4,ORD-4712,False
TKT-00143,C-3595,2026-06-04,delivery,medium,63,2,ORD-1191,True
TKT-00484,C-0871,2026-06-04,delivery,high,71,2,ORD-5834,True
TKT-00792,C-3683,2026-06-04,delivery,high,87,3,ORD-4982,False
TKT-00575,C-3871,2026-06-04,delivery,high,62,3,ORD-9226,False
TKT-00598,C-3743,2026-06-04,delivery,medium,11,4,ORD-8428,False
TKT-01828,C-3699,2026-06-04,technical,critical,256,2,ORD-9109,True
TKT-01400,C-0706,2026-06-04,delivery,medium,58,1,ORD-3612,True
TKT-01669,C-2408,2026-06-04,delivery,medium,0,3,ORD-9121,False
TKT-00134,C-2281,2026-06-04,delivery,high,79,2,ORD-7687,True
TKT-01029,C-0636,2026-06-04,delivery,low,15,4,ORD-8356,False
TKT-00832,C-2511,2026-06-04,delivery,low,1,4,ORD-2037,False
TKT-01356,C-3668,2026-06-04,delivery,high,67,2,ORD-2771,True
TKT-00582,C-4818,2026-06-04,delivery,critical,51,1,ORD-9174,True
TKT-00847,C-1164,2026-06-04,technical,critical,48,2,ORD-5072,True
TKT-00008,C-2387,2026-06-04,delivery,medium,23,4,ORD-8915,False
TKT-01880,C-1141,2026-06-04,delivery,low,35,4,ORD-8928,False
TKT-00239,C-1882,2026-06-04,delivery,critical,70,3,ORD-5903,True
TKT-01439,C-3167,2026-06-04,delivery,medium,10,3,ORD-3387,False
TKT-01619,C-4634,2026-06-04,delivery,medium,2,4,ORD-8384,False
TKT-01476,C-3129,2026-06-04,delivery,critical,50,1,ORD-9453,True
TKT-01630,C-4641,2026-06-04,delivery,critical,55,1,ORD-3549,True
TKT-01099,C-1692,2026-06-04,delivery,high,78,2,ORD-4897,True
TKT-01307,C-1279,2026-06-04,delivery,high,58,3,ORD-3877,False
TKT-00448,C-4063,2026-06-04,quality,medium,37,5,ORD-9405,False
TKT-01412,C-3106,2026-06-04,quality,critical,54,2,ORD-8669,True
TKT-00650,C-1524,2026-06-05,quality,low,12,3,ORD-3540,False
TKT-00492,C-0246,2026-06-05,billing,critical,87,1,ORD-6334,True
TKT-01517,C-3526,2026-06-05,delivery,medium,31,4,ORD-3841,False
TKT-01839,C-0272,2026-06-05,quality,critical,75,2,ORD-9442,True
TKT-01171,C-0009,2026-06-05,delivery,critical,109,1,ORD-4629,True
TKT-01796,C-4301,2026-06-05,delivery,high,48,1,ORD-2587,True
TKT-01134,C-1126,2026-06-05,quality,critical,48,3,ORD-2653,True
TKT-01734,C-4939,2026-06-05,technical,high,63,1,ORD-7408,True
TKT-00272,C-4963,2026-06-05,delivery,low,8,4,ORD-8204,False
TKT-00317,C-0665,2026-06-05,service,critical,117,2,ORD-6734,True
TKT-00408,C-3338,2026-06-05,delivery,low,19,4,ORD-8832,False
TKT-00179,C-4431,2026-06-05,delivery,medium,20,2,ORD-7858,True
TKT-01737,C-4319,2026-06-05,delivery,medium,4,2,ORD-9912,True
TKT-01695,C-2886,2026-06-05,delivery,high,121,1,ORD-3228,True
TKT-00015,C-0093,2026-06-05,technical,medium,12,4,ORD-2577,False
TKT-00055,C-3559,2026-06-05,delivery,critical,94,1,ORD-4064,True
TKT-00310,C-1504,2026-06-05,delivery,low,13,4,ORD-1795,False
TKT-00242,C-0336,2026-06-05,delivery,high,56,3,ORD-3223,False
TKT-00372,C-2436,2026-06-06,billing,high,84,1,ORD-8938,True
TKT-01355,C-3347,2026-06-06,delivery,critical,69,3,ORD-3828,True
TKT-01477,C-4621,2026-06-06,quality,low,8,4,ORD-2718,False
TKT-01012,C-2320,2026-06-06,delivery,critical,53,1,ORD-6269,True
TKT-00153,C-2961,2026-06-06,delivery,critical,50,1,ORD-4862,True
TKT-00247,C-2804,2026-06-06,quality,high,58,1,ORD-9502,True
TKT-01704,C-2820,2026-06-06,delivery,low,16,4,ORD-4017,False
TKT-01475,C-3571,2026-06-06,technical,low,11,2,ORD-2511,True
TKT-01759,C-4472,2026-06-06,quality,high,53,1,ORD-4064,True
TKT-00436,C-4387,2026-06-06,delivery,medium,46,4,ORD-2544,False
TKT-01878,C-0366,2026-06-06,service,critical,94,1,ORD-6149,True
TKT-00400,C-0376,2026-06-06,billing,critical,57,2,ORD-8377,True
TKT-00416,C-0049,2026-06-06,technical,high,65,1,ORD-2869,True
TKT-01719,C-4058,2026-06-06,quality,low,9,3,ORD-8460,False
TKT-01700,C-2298,2026-06-06,billing,critical,55,1,ORD-2327,True
TKT-00719,C-1764,2026-06-06,delivery,medium,95,2,ORD-6359,True
TKT-01501,C-2726,2026-06-06,billing,low,14,3,ORD-6295,False
TKT-01148,C-3836,2026-06-06,billing,critical,71,2,ORD-9170,True
TKT-01784,C-1848,2026-06-06,technical,low,17,3,ORD-1574,False
TKT-01819,C-2555,2026-06-06,billing,high,93,1,ORD-8654,True
TKT-00974,C-3228,2026-06-06,quality,low,21,4,ORD-9067,False
TKT-00705,C-2167,2026-06-06,delivery,critical,48,1,ORD-1440,True
TKT-01314,C-0902,2026-06-07,technical,low,10,2,ORD-1511,True
TKT-00286,C-3952,2026-06-07,technical,low,52,2,ORD-8384,True
TKT-01451,C-1435,2026-06-07,delivery,low,29,4,ORD-9264,False
TKT-01193,C-0197,2026-06-07,quality,low,3,2,ORD-7858,True
TKT-00920,C-2373,2026-06-07,quality,high,90,2,ORD-6683,True
TKT-00480,C-1146,2026-06-07,service,critical,64,2,ORD-4257,True
TKT-00021,C-2405,2026-06-07,delivery,critical,123,1,ORD-6147,True
TKT-00914,C-3194,2026-06-07,technical,medium,7,3,ORD-6366,False
TKT-00381,C-3005,2026-06-07,technical,low,60,2,ORD-3327,True
TKT-01998,C-4199,2026-06-07,delivery,high,93,1,ORD-5380,True
TKT-00698,C-2360,2026-06-07,quality,low,18,4,ORD-5172,False
TKT-00101,C-4924,2026-06-07,delivery,low,0,4,ORD-8234,False
TKT-01415,C-4031,2026-06-07,delivery,medium,79,1,ORD-9356,True
TKT-01763,C-2553,2026-06-07,delivery,low,11,3,ORD-6943,False
TKT-01721,C-0026,2026-06-07,service,critical,70,3,ORD-7711,True
TKT-01224,C-1878,2026-06-07,service,low,10,4,ORD-1808,False
TKT-01126,C-1522,2026-06-07,quality,low,3,5,ORD-7125,False
TKT-01666,C-1765,2026-06-07,billing,low,7,4,ORD-2224,False
TKT-00586,C-0790,2026-06-07,quality,medium,65,3,ORD-6293,False
TKT-00405,C-0439,2026-06-07,technical,high,59,1,ORD-5310,True
TKT-00364,C-4952,2026-06-07,billing,low,63,2,ORD-5758,True
TKT-01231,C-0627,2026-06-07,service,low,4,4,ORD-4427,False
TKT-00128,C-3502,2026-06-07,technical,critical,51,2,ORD-6647,True
TKT-01935,C-4790,2026-06-07,delivery,medium,2,3,ORD-6080,False
TKT-00127,C-4352,2026-06-07,billing,critical,68,1,ORD-9133,True
TKT-01606,C-2405,2026-06-08,technical,critical,110,2,ORD-5036,True
TKT-01212,C-0824,2026-06-08,technical,high,107,2,ORD-6540,True
TKT-01731,C-4737,2026-06-08,delivery,medium,5,4,ORD-7629,False
TKT-00826,C-1690,2026-06-08,delivery,high,57,1,ORD-8876,True
TKT-01938,C-2382,2026-06-08,technical,critical,53,1,ORD-6409,True
TKT-01812,C-1504,2026-06-08,service,medium,25,3,ORD-5540,False
TKT-00447,C-2068,2026-06-08,billing,high,56,1,ORD-7162,True
TKT-00651,C-1594,2026-06-08,service,high,53,2,ORD-7249,True
TKT-00089,C-2556,2026-06-08,technical,high,53,2,ORD-3951,True
TKT-01685,C-3613,2026-06-08,quality,high,57,1,ORD-4923,True
TKT-00864,C-4742,2026-06-08,billing,low,23,3,ORD-9432,False
TKT-00901,C-3892,2026-06-08,service,medium,19,4,ORD-9115,False
TKT-00070,C-0703,2026-06-08,quality,low,17,2,ORD-4137,True
TKT-00186,C-2234,2026-06-08,billing,medium,44,3,ORD-2389,False
TKT-00494,C-2094,2026-06-08,quality,critical,61,1,ORD-3152,True
TKT-01339,C-3364,2026-06-08,quality,high,56,3,ORD-8822,False
TKT-01725,C-0552,2026-06-08,technical,high,81,3,ORD-5745,False
TKT-01095,C-2368,2026-06-08,service,critical,71,2,ORD-6215,True
TKT-01632,C-2815,2026-06-08,technical,low,4,3,ORD-2688,False
TKT-00298,C-3083,2026-06-09,technical,low,12,3,ORD-7336,False
TKT-00045,C-1475,2026-06-09,technical,critical,103,3,ORD-4059,True
TKT-00566,C-3024,2026-06-09,quality,low,37,4,ORD-2289,False
TKT-01143,C-1908,2026-06-09,technical,critical,71,2,ORD-3786,True
TKT-00315,C-4208,2026-06-09,service,high,51,2,ORD-3431,True
TKT-00276,C-0718,2026-06-09,service,high,55,3,ORD-6239,False
TKT-01813,C-0303,2026-06-09,technical,critical,92,1,ORD-2160,True
TKT-01502,C-1432,2026-06-09,service,high,65,2,ORD-7889,True
TKT-01359,C-2528,2026-06-09,delivery,high,64,1,ORD-6201,True
TKT-00411,C-3482,2026-06-09,billing,low,49,2,ORD-1750,True
TKT-01135,C-1419,2026-06-09,billing,medium,11,5,ORD-7594,False
TKT-00572,C-1186,2026-06-09,service,critical,135,2,ORD-6624,True
TKT-01150,C-0839,2026-06-09,quality,medium,37,3,ORD-7019,False
TKT-00046,C-0318,2026-06-09,service,high,123,1,ORD-6984,True
TKT-01403,C-1848,2026-06-09,technical,low,31,3,ORD-5277,False
TKT-00934,C-2563,2026-06-09,technical,high,83,3,ORD-8646,False
TKT-00150,C-0730,2026-06-09,billing,medium,12,2,ORD-9515,True
TKT-00262,C-2949,2026-06-10,billing,high,156,1,ORD-8630,True
TKT-00886,C-3370,2026-06-10,delivery,critical,48,1,ORD-1334,True
TKT-01755,C-1847,2026-06-10,delivery,medium,13,5,ORD-6197,False
TKT-01723,C-0892,2026-06-10,service,medium,37,4,ORD-5104,False
TKT-00839,C-2700,2026-06-10,service,critical,88,1,ORD-4262,True
TKT-00707,C-4891,2026-06-10,quality,medium,7,3,ORD-1259,False
TKT-01178,C-0346,2026-06-10,technical,medium,92,2,ORD-9032,True
TKT-01711,C-4204,2026-06-10,delivery,low,12,2,ORD-6559,True
TKT-01111,C-3683,2026-06-10,delivery,high,137,3,ORD-8996,False
TKT-00299,C-4605,2026-06-10,quality,low,41,5,ORD-2501,False
TKT-01701,C-1363,2026-06-10,quality,critical,66,1,ORD-2058,True
TKT-00613,C-2295,2026-06-10,billing,critical,63,2,ORD-7121,True
TKT-01194,C-4367,2026-06-10,delivery,low,5,3,ORD-3670,False
TKT-01978,C-0088,2026-06-10,billing,high,51,3,ORD-2517,False
TKT-00141,C-3449,2026-06-10,technical,medium,32,4,ORD-3292,False
TKT-01815,C-0090,2026-06-10,technical,medium,1,5,ORD-8672,False
TKT-01952,C-1613,2026-06-10,billing,low,6,2,ORD-4399,True
TKT-00674,C-4967,2026-06-10,technical,critical,68,2,ORD-1721,True
TKT-01941,C-4683,2026-06-10,billing,high,87,3,ORD-4772,False
TKT-00634,C-2708,2026-06-10,technical,high,53,3,ORD-1855,False
TKT-01220,C-1333,2026-06-10,billing,critical,63,1,ORD-2934,True
TKT-00424,C-2853,2026-06-10,service,high,58,1,ORD-5834,True
TKT-01753,C-0004,2026-06-10,quality,low,13,3,ORD-9587,False
TKT-00113,C-4786,2026-06-11,billing,low,31,3,ORD-6826,False
TKT-00843,C-4964,2026-06-11,quality,critical,52,3,ORD-1037,True
TKT-01336,C-0488,2026-06-11,delivery,medium,82,2,ORD-3232,True
TKT-01968,C-0531,2026-06-11,billing,high,70,1,ORD-2985,True
TKT-00490,C-3080,2026-06-11,billing,low,10,5,ORD-2026,False
TKT-00009,C-2427,2026-06-11,quality,high,70,2,ORD-6646,True
TKT-00454,C-0183,2026-06-11,technical,critical,63,2,ORD-3138,True
TKT-00118,C-0962,2026-06-11,delivery,low,15,3,ORD-5327,False
TKT-01782,C-4843,2026-06-11,service,high,50,2,ORD-4569,True
TKT-00887,C-4756,2026-06-11,delivery,low,12,4,ORD-2562,False
TKT-00269,C-2283,2026-06-11,service,high,74,1,ORD-2787,True
TKT-01971,C-3033,2026-06-11,technical,high,78,2,ORD-2182,True
TKT-00584,C-2481,2026-06-11,service,high,75,2,ORD-4497,True
TKT-01377,C-1472,2026-06-11,delivery,low,43,2,ORD-6143,True
TKT-01653,C-1707,2026-06-12,quality,high,53,1,ORD-4463,True
TKT-01678,C-0173,2026-06-12,quality,low,19,3,ORD-5644,False
TKT-00607,C-2372,2026-06-12,billing,medium,2,2,ORD-1633,True
TKT-00397,C-0191,2026-06-12,quality,medium,5,3,ORD-2611,False
TKT-01640,C-1646,2026-06-12,delivery,medium,5,3,ORD-3742,False
TKT-00720,C-4816,2026-06-12,service,medium,21,4,ORD-3669,False
TKT-00647,C-1344,2026-06-12,delivery,critical,60,1,ORD-3152,True
TKT-00680,C-1801,2026-06-12,billing,high,64,1,ORD-5417,True
TKT-01315,C-2068,2026-06-12,technical,low,44,3,ORD-1025,False
TKT-01463,C-3981,2026-06-12,service,high,48,1,ORD-5090,True
TKT-00523,C-1044,2026-06-12,delivery,low,54,1,ORD-8888,True
TKT-00211,C-3085,2026-06-12,delivery,critical,51,1,ORD-6258,True
TKT-01039,C-4265,2026-06-12,technical,low,21,5,ORD-9174,False
TKT-01829,C-3208,2026-06-12,service,medium,7,2,ORD-7637,True
TKT-01785,C-4277,2026-06-13,technical,critical,84,1,ORD-3686,True
TKT-01046,C-4053,2026-06-13,quality,low,17,4,ORD-2227,False
TKT-00644,C-3203,2026-06-13,delivery,medium,23,3,ORD-2439,False
TKT-01279,C-2445,2026-06-13,service,high,132,2,ORD-9131,True
TKT-00439,C-3338,2026-06-13,billing,low,19,4,ORD-5149,False
TKT-00460,C-4830,2026-06-13,billing,high,60,1,ORD-6846,True
TKT-01928,C-1304,2026-06-13,technical,medium,85,1,ORD-7655,True
TKT-00569,C-3352,2026-06-13,technical,low,26,5,ORD-1527,False
TKT-00611,C-3863,2026-06-13,quality,low,10,3,ORD-8659,False
TKT-00851,C-0117,2026-06-13,service,critical,166,1,ORD-1174,True
TKT-01204,C-0113,2026-06-13,technical,critical,56,3,ORD-4925,True
TKT-00488,C-1533,2026-06-13,service,medium,7,5,ORD-6607,False
TKT-01959,C-1862,2026-06-13,service,critical,114,1,ORD-7296,True
TKT-00164,C-0480,2026-06-13,quality,medium,50,2,ORD-2487,True
TKT-01868,C-4225,2026-06-13,delivery,medium,87,1,ORD-6217,True
TKT-00809,C-4047,2026-06-13,billing,medium,10,4,ORD-8572,False
TKT-00086,C-3817,2026-06-14,technical,high,74,2,ORD-3271,True
TKT-01497,C-4978,2026-06-14,service,critical,58,1,ORD-6750,True
TKT-01764,C-1073,2026-06-14,quality,critical,53,1,ORD-8469,True
TKT-00076,C-2500,2026-06-14,service,critical,110,1,ORD-1135,True
TKT-00326,C-3562,2026-06-14,quality,medium,37,2,ORD-8101,True
TKT-01122,C-0179,2026-06-14,technical,medium,0,2,ORD-1995,True
TKT-00897,C-0717,2026-06-14,billing,low,35,4,ORD-1815,False
TKT-00478,C-3477,2026-06-14,delivery,low,21,5,ORD-2654,False
TKT-01227,C-0765,2026-06-14,quality,medium,22,4,ORD-4735,False
TKT-00622,C-4661,2026-06-14,technical,low,15,2,ORD-8935,True
TKT-01765,C-3201,2026-06-14,service,medium,25,4,ORD-3507,False
TKT-00782,C-4987,2026-06-14,service,critical,78,3,ORD-8957,True
TKT-01876,C-4918,2026-06-14,billing,low,107,2,ORD-5686,True
TKT-01743,C-4771,2026-06-14,service,critical,61,2,ORD-3952,True
TKT-00616,C-3421,2026-06-14,delivery,low,35,4,ORD-3114,False
TKT-01654,C-3970,2026-06-14,service,medium,10,4,ORD-8000,False
TKT-00573,C-1988,2026-06-14,technical,critical,48,2,ORD-7654,True
TKT-00421,C-3650,2026-06-14,billing,high,55,2,ORD-2768,True
TKT-01986,C-0141,2026-06-14,quality,critical,62,2,ORD-4960,True
TKT-01913,C-1006,2026-06-14,quality,medium,3,4,ORD-8461,False
TKT-01457,C-3811,2026-06-15,billing,medium,25,4,ORD-5511,False
TKT-01620,C-3832,2026-06-15,service,low,13,4,ORD-3648,False
TKT-00568,C-4388,2026-06-15,billing,critical,51,2,ORD-6911,True
TKT-00802,C-1037,2026-06-15,billing,low,34,2,ORD-7693,True
TKT-00677,C-2246,2026-06-15,quality,critical,54,1,ORD-1852,True
TKT-01830,C-1377,2026-06-15,technical,low,24,4,ORD-7066,False
TKT-01138,C-4174,2026-06-15,service,high,48,3,ORD-1764,False
TKT-01064,C-1094,2026-06-15,quality,high,157,1,ORD-2654,True
TKT-01272,C-2967,2026-06-15,quality,high,106,2,ORD-5232,True
TKT-01472,C-0516,2026-06-15,delivery,low,51,2,ORD-9014,True
TKT-01098,C-4310,2026-06-15,delivery,low,55,1,ORD-5813,True
TKT-01482,C-0590,2026-06-15,quality,critical,66,1,ORD-5991,True
TKT-01003,C-4559,2026-06-15,billing,high,59,2,ORD-5141,True
TKT-01558,C-4148,2026-06-15,billing,critical,69,3,ORD-1060,True
TKT-00028,C-1863,2026-06-15,service,critical,48,2,ORD-3285,True
TKT-01789,C-4001,2026-06-15,delivery,medium,30,3,ORD-5549,False
TKT-00293,C-1132,2026-06-15,delivery,high,64,2,ORD-5555,True
TKT-01071,C-2726,2026-06-15,service,low,33,3,ORD-3113,False
TKT-01660,C-2698,2026-06-16,service,critical,66,1,ORD-1179,True
TKT-00785,C-2570,2026-06-16,technical,high,55,2,ORD-3618,True
TKT-01093,C-4321,2026-06-16,technical,high,65,2,ORD-4959,True
TKT-01132,C-1466,2026-06-16,delivery,critical,71,1,ORD-7072,True
TKT-00137,C-3834,2026-06-16,service,low,12,2,ORD-6232,True
TKT-00202,C-1390,2026-06-16,delivery,critical,85,1,ORD-4906,True
TKT-01946,C-4936,2026-06-16,billing,critical,58,1,ORD-8329,True
TKT-01821,C-4216,2026-06-16,technical,medium,42,5,ORD-4594,False
TKT-01886,C-2132,2026-06-16,service,low,8,3,ORD-3225,False
TKT-01054,C-3437,2026-06-16,delivery,high,167,1,ORD-4467,True
TKT-01002,C-2134,2026-06-16,delivery,high,56,2,ORD-5299,True
TKT-00944,C-2103,2026-06-16,delivery,high,65,1,ORD-2763,True
TKT-01280,C-4362,2026-06-16,billing,high,67,1,ORD-5626,True
TKT-00637,C-3388,2026-06-16,quality,medium,4,5,ORD-9871,False
TKT-01524,C-1530,2026-06-16,billing,medium,20,5,ORD-3086,False
TKT-01921,C-3997,2026-06-16,billing,medium,17,4,ORD-1717,False
TKT-01554,C-2294,2026-06-16,technical,critical,56,2,ORD-2871,True
TKT-01760,C-0951,2026-06-16,quality,high,69,2,ORD-9965,True
TKT-00612,C-0867,2026-06-16,quality,low,84,1,ORD-8905,True
TKT-00486,C-0544,2026-06-17,quality,medium,47,3,ORD-5557,False
TKT-00658,C-0406,2026-06-17,technical,critical,64,1,ORD-4922,True
TKT-01244,C-2855,2026-06-17,quality,high,78,2,ORD-7502,True
TKT-01345,C-1721,2026-06-17,billing,medium,11,3,ORD-5555,False
TKT-00245,C-4271,2026-06-17,billing,high,91,2,ORD-5444,True
TKT-01300,C-0754,2026-06-17,technical,high,53,2,ORD-6986,True
TKT-01327,C-1866,2026-06-17,quality,high,97,1,ORD-4887,True
TKT-01800,C-3757,2026-06-17,delivery,low,23,3,ORD-5743,False
TKT-00387,C-0592,2026-06-17,quality,low,17,4,ORD-1100,False
TKT-00122,C-4861,2026-06-17,billing,critical,68,2,ORD-4464,True
TKT-01840,C-2743,2026-06-17,service,critical,56,2,ORD-4143,True
TKT-00017,C-3970,2026-06-17,technical,high,117,1,ORD-5283,True
TKT-00869,C-4075,2026-06-17,quality,low,4,4,ORD-7521,False
TKT-01506,C-4269,2026-06-18,billing,critical,92,3,ORD-1392,True
TKT-01718,C-4183,2026-06-18,delivery,medium,9,4,ORD-7274,False
TKT-00252,C-3110,2026-06-18,billing,high,53,1,ORD-7180,True
TKT-01991,C-4936,2026-06-18,service,high,56,1,ORD-2880,True
TKT-00218,C-4484,2026-06-18,service,low,6,3,ORD-8896,False
TKT-01974,C-4287,2026-06-18,quality,critical,123,2,ORD-4544,True
TKT-00309,C-3027,2026-06-18,quality,low,0,3,ORD-3036,False
TKT-00911,C-1180,2026-06-18,billing,critical,49,1,ORD-8476,True
TKT-00941,C-0482,2026-06-18,quality,medium,2,4,ORD-4167,False
TKT-01145,C-4967,2026-06-18,quality,critical,63,1,ORD-9109,True
TKT-00848,C-4827,2026-06-18,billing,medium,7,3,ORD-4672,False
TKT-01895,C-0629,2026-06-18,delivery,medium,12,4,ORD-4875,False
TKT-00673,C-4307,2026-06-18,quality,low,5,4,ORD-9514,False
TKT-01573,C-3342,2026-06-18,billing,low,21,3,ORD-2629,False
TKT-01947,C-3037,2026-06-19,billing,medium,9,3,ORD-5543,False
TKT-00275,C-1488,2026-06-19,service,medium,121,1,ORD-2412,True
TKT-00618,C-3180,2026-06-19,billing,critical,58,1,ORD-5101,True
TKT-01076,C-1129,2026-06-19,billing,low,4,4,ORD-5685,False
TKT-00431,C-3741,2026-06-19,technical,medium,13,4,ORD-5126,False
TKT-01362,C-2783,2026-06-19,billing,medium,149,3,ORD-2486,False
TKT-01617,C-0640,2026-06-19,billing,high,74,1,ORD-9618,True
TKT-00992,C-2997,2026-06-19,delivery,medium,2,3,ORD-2419,False
TKT-00257,C-4077,2026-06-19,service,low,17,4,ORD-3361,False
TKT-01149,C-3515,2026-06-19,technical,low,59,2,ORD-1083,True
TKT-01667,C-4353,2026-06-19,quality,critical,56,1,ORD-2173,True
TKT-01615,C-0036,2026-06-19,service,critical,50,2,ORD-8664,True
TKT-00322,C-3766,2026-06-19,quality,critical,96,1,ORD-3363,True
TKT-01337,C-0857,2026-06-19,quality,medium,76,2,ORD-1220,True
TKT-00366,C-3139,2026-06-19,delivery,high,92,2,ORD-3786,True
TKT-01703,C-0587,2026-06-19,quality,medium,19,3,ORD-4277,False
TKT-01822,C-4585,2026-06-19,technical,critical,56,1,ORD-6876,True
TKT-01972,C-2454,2026-06-20,quality,medium,8,1,ORD-7866,True
TKT-00836,C-3585,2026-06-20,quality,low,69,1,ORD-9553,True
TKT-00056,C-2345,2026-06-20,delivery,critical,50,2,ORD-2091,True
TKT-01397,C-2319,2026-06-20,delivery,low,7,3,ORD-9403,False
TKT-00967,C-2889,2026-06-20,quality,critical,56,2,ORD-7846,True
TKT-01072,C-3616,2026-06-20,quality,high,103,1,ORD-2451,True
TKT-00403,C-4697,2026-06-20,service,high,86,1,ORD-4267,True
TKT-00290,C-1889,2026-06-20,quality,critical,97,2,ORD-5523,True
