inventory_id,product_id,supplier_id,date,stock_level,daily_demand,reorder_point,lead_time_days,days_of_coverage
INV-001260,P-010,S-048,2026-06-08,465,91,273,13,5.11
INV-001261,P-011,S-028,2026-06-08,385,97,291,3,3.98
INV-001262,P-012,S-033,2026-06-08,379,130,390,5,2.92
INV-001263,P-013,S-019,2026-06-08,498,88,264,10,5.66
INV-001264,P-014,S-003,2026-06-08,514,129,387,10,3.99
INV-001265,P-015,S-015,2026-06-08,441,129,387,8,3.42
INV-001266,P-016,S-028,2026-06-08,448,112,336,3,4.01
INV-001267,P-017,S-044,2026-06-08,447,111,333,4,4.03
INV-001268,P-018,S-019,2026-06-08,406,136,408,10,2.99
INV-001269,P-019,S-033,2026-06-08,461,134,402,5,3.44
INV-001270,P-020,S-033,2026-06-08,512,117,351,5,4.38
INV-001271,P-021,S-018,2026-06-08,436,105,315,9,4.16
INV-001272,P-022,S-003,2026-06-08,445,121,363,10,3.68
INV-001273,P-023,S-010,2026-06-08,477,82,246,5,5.82
INV-001274,P-024,S-016,2026-06-08,418,94,282,8,4.46
INV-001275,P-025,S-018,2026-06-08,522,88,264,9,5.93
INV-001276,P-026,S-049,2026-06-08,474,106,318,13,4.47
INV-001277,P-027,S-045,2026-06-08,389,80,240,6,4.87
INV-001278,P-028,S-013,2026-06-08,472,90,270,4,5.25
INV-001279,P-029,S-050,2026-06-08,416,68,204,14,6.13
INV-001280,P-030,S-019,2026-06-08,514,119,357,10,4.32
INV-001281,P-031,S-008,2026-06-08,388,100,300,15,3.89
INV-001282,P-032,S-030,2026-06-08,480,99,297,7,4.86
INV-001283,P-033,S-049,2026-06-08,466,105,315,13,4.44
INV-001284,P-034,S-011,2026-06-08,509,90,270,15,5.66
INV-001285,P-035,S-048,2026-06-08,467,111,333,13,4.21
INV-001286,P-036,S-014,2026-06-08,463,98,294,8,4.73
INV-001287,P-037,S-007,2026-06-08,444,109,327,3,4.07
INV-001288,P-038,S-018,2026-06-08,443,79,237,9,5.62
INV-001289,P-039,S-014,2026-06-08,456,130,390,8,3.51
INV-001290,P-040,S-028,2026-06-08,495,109,327,3,4.54
INV-001291,P-041,S-009,2026-06-08,464,102,306,12,4.56
INV-001292,P-042,S-045,2026-06-08,420,73,219,6,5.77
INV-001293,P-043,S-035,2026-06-08,461,92,276,11,5.02
INV-001294,P-044,S-029,2026-06-08,489,102,306,10,4.8
INV-001295,P-045,S-040,2026-06-08,408,94,282,5,4.35
INV-001296,P-046,S-012,2026-06-08,448,75,225,10,5.98
INV-001297,P-047,S-035,2026-06-08,513,73,219,11,7.04
INV-001298,P-048,S-014,2026-06-08,440,80,240,8,5.5
INV-001299,P-049,S-023,2026-06-08,400,86,258,12,4.66
INV-001300,P-050,S-008,2026-06-08,413,107,321,15,3.87
INV-001301,P-001,S-022,2026-06-09,412,102,306,6,4.05
INV-001302,P-002,S-014,2026-06-09,545,62,186,8,8.8
INV-001303,P-003,S-038,2026-06-09,454,92,276,15,4.94
INV-001304,P-004,S-043,2026-06-09,515,90,270,9,5.72
INV-001305,P-005,S-013,2026-06-09,394,138,414,4,2.86
INV-001306,P-006,S-041,2026-06-09,495,108,324,6,4.59
INV-001307,P-007,S-004,2026-06-09,382,107,321,5,3.58
INV-001308,P-008,S-043,2026-06-09,435,102,306,9,4.27
INV-001309,P-009,S-022,2026-06-09,471,78,234,6,6.05
INV-001310,P-010,S-031,2026-06-09,478,94,282,9,5.09
INV-001311,P-011,S-038,2026-06-09,464,105,315,15,4.42
INV-001312,P-012,S-022,2026-06-09,477,110,330,6,4.34
INV-001313,P-013,S-039,2026-06-09,510,103,309,12,4.96
INV-001314,P-014,S-005,2026-06-09,427,92,276,7,4.65
INV-001315,P-015,S-010,2026-06-09,457,71,213,5,6.45
INV-001316,P-016,S-024,2026-06-09,429,90,270,10,4.77
INV-001317,P-017,S-014,2026-06-09,550,58,174,8,9.49
INV-001318,P-018,S-016,2026-06-09,513,77,231,8,6.67
INV-001319,P-019,S-050,2026-06-09,474,95,285,14,4.99
INV-001320,P-020,S-002,2026-06-09,449,95,285,13,4.73
INV-001321,P-021,S-043,2026-06-09,508,110,330,9,4.62
INV-001322,P-022,S-026,2026-06-09,509,91,273,15,5.59
INV-001323,P-023,S-027,2026-06-09,507,113,339,3,4.49
INV-001324,P-024,S-004,2026-06-09,456,94,282,5,4.86
INV-001325,P-025,S-036,2026-06-09,518,127,381,10,4.09
INV-001326,P-026,S-001,2026-06-09,491,76,228,9,6.46
INV-001327,P-027,S-007,2026-06-09,437,128,384,3,3.42
INV-001328,P-028,S-006,2026-06-09,584,150,450,12,3.9
INV-001329,P-029,S-021,2026-06-09,505,71,213,12,7.13
INV-001330,P-030,S-035,2026-06-09,510,91,273,11,5.6
INV-001331,P-031,S-033,2026-06-09,451,118,354,5,3.83
INV-001332,P-032,S-013,2026-06-09,481,102,306,4,4.72
INV-001333,P-033,S-040,2026-06-09,459,96,288,5,4.78
INV-001334,P-034,S-050,2026-06-09,459,117,351,14,3.93
INV-001335,P-035,S-046,2026-06-09,503,115,345,6,4.38
INV-001336,P-036,S-023,2026-06-09,368,116,348,12,3.17
INV-001337,P-037,S-001,2026-06-09,453,113,339,9,4.02
INV-001338,P-038,S-045,2026-06-09,464,77,231,6,6.04
INV-001339,P-039,S-001,2026-06-09,441,130,390,9,3.39
INV-001340,P-040,S-004,2026-06-09,458,73,219,5,6.28
INV-001341,P-041,S-003,2026-06-09,552,97,291,10,5.7
INV-001342,P-042,S-019,2026-06-09,520,118,354,10,4.41
INV-001343,P-043,S-006,2026-06-09,485,112,336,12,4.34
INV-001344,P-044,S-023,2026-06-09,489,107,321,12,4.58
INV-001345,P-045,S-030,2026-06-09,604,81,243,7,7.46
INV-001346,P-046,S-001,2026-06-09,507,86,258,9,5.9
INV-001347,P-047,S-026,2026-06-09,450,140,420,15,3.22
INV-001348,P-048,S-025,2026-06-09,410,67,201,7,6.13
INV-001349,P-049,S-022,2026-06-09,499,108,324,6,4.63
INV-001350,P-050,S-009,2026-06-09,531,132,396,12,4.03
INV-001351,P-001,S-028,2026-06-10,447,82,246,3,5.46
INV-001352,P-002,S-023,2026-06-10,280,136,408,12,2.06
INV-001353,P-003,S-002,2026-06-10,343,73,219,13,4.71
INV-001354,P-004,S-046,2026-06-10,486,73,219,6,6.67
INV-001355,P-005,S-025,2026-06-10,422,91,273,7,4.64
INV-001356,P-006,S-039,2026-06-10,427,87,261,12,4.91
INV-001357,P-007,S-002,2026-06-10,496,98,294,13,5.07
INV-001358,P-008,S-026,2026-06-10,426,110,330,15,3.88
INV-001359,P-009,S-004,2026-06-10,412,75,225,5,5.5
INV-001360,P-010,S-026,2026-06-10,440,101,303,15,4.36
INV-001361,P-011,S-024,2026-06-10,374,96,288,10,3.9
INV-001362,P-012,S-036,2026-06-10,336,151,453,10,2.23
INV-001363,P-013,S-040,2026-06-10,557,81,243,5,6.88
INV-001364,P-014,S-022,2026-06-10,393,111,333,6,3.55
INV-001365,P-015,S-015,2026-06-10,498,81,243,8,6.15
INV-001366,P-016,S-025,2026-06-10,529,91,273,7,5.82
INV-001367,P-017,S-004,2026-06-10,505,95,285,5,5.33
INV-001368,P-018,S-007,2026-06-10,474,115,345,3,4.12
INV-001369,P-019,S-035,2026-06-10,480,93,279,11,5.16
INV-001370,P-020,S-001,2026-06-10,412,105,315,9,3.92
INV-001371,P-021,S-022,2026-06-10,389,130,390,6,3.0
INV-001372,P-022,S-032,2026-06-10,467,102,306,13,4.58
INV-001373,P-023,S-033,2026-06-10,383,106,318,5,3.62
INV-001374,P-024,S-005,2026-06-10,404,116,348,7,3.49
INV-001375,P-025,S-043,2026-06-10,462,89,267,9,5.19
INV-001376,P-026,S-022,2026-06-10,345,110,330,6,3.14
INV-001377,P-027,S-037,2026-06-10,494,103,309,8,4.8
INV-001378,P-028,S-024,2026-06-10,468,111,333,10,4.22
INV-001379,P-029,S-035,2026-06-10,429,138,414,11,3.11
INV-001380,P-030,S-035,2026-06-10,350,119,357,11,2.95
INV-001381,P-031,S-048,2026-06-10,483,108,324,13,4.47
INV-001382,P-032,S-048,2026-06-10,408,100,300,13,4.08
INV-001383,P-033,S-012,2026-06-10,350,129,387,10,2.72
INV-001384,P-034,S-025,2026-06-10,379,93,279,7,4.08
INV-001385,P-035,S-017,2026-06-10,493,113,339,14,4.37
INV-001386,P-036,S-046,2026-06-10,451,100,300,6,4.51
INV-001387,P-037,S-024,2026-06-10,466,86,258,10,5.42
INV-001388,P-038,S-043,2026-06-10,429,131,393,9,3.28
INV-001389,P-039,S-035,2026-06-10,367,93,279,11,3.95
INV-001390,P-040,S-022,2026-06-10,419,132,396,6,3.18
INV-001391,P-041,S-028,2026-06-10,381,127,381,3,3.01
INV-001392,P-042,S-008,2026-06-10,501,106,318,15,4.73
INV-001393,P-043,S-030,2026-06-10,426,135,405,7,3.16
INV-001394,P-044,S-037,2026-06-10,446,88,264,8,5.08
INV-001395,P-045,S-030,2026-06-10,421,118,354,7,3.57
INV-001396,P-046,S-032,2026-06-10,360,92,276,13,3.92
INV-001397,P-047,S-030,2026-06-10,487,107,321,7,4.56
INV-001398,P-048,S-047,2026-06-10,343,92,276,12,3.74
INV-001399,P-049,S-006,2026-06-10,370,80,240,12,4.63
INV-001400,P-050,S-032,2026-06-10,382,117,351,13,3.27
INV-001401,P-001,S-021,2026-06-11,393,111,333,12,3.55
INV-001402,P-002,S-041,2026-06-11,489,77,231,6,6.36
INV-001403,P-003,S-035,2026-06-11,392,109,327,11,3.6
INV-001404,P-004,S-017,2026-06-11,418,111,333,14,3.77
INV-001405,P-005,S-026,2026-06-11,484,120,360,15,4.04
INV-001406,P-006,S-028,2026-06-11,461,75,225,3,6.15
INV-001407,P-007,S-028,2026-06-11,510,47,141,3,10.86
INV-001408,P-008,S-006,2026-06-11,484,101,303,12,4.8
INV-001409,P-009,S-007,2026-06-11,456,97,291,3,4.7
INV-001410,P-010,S-034,2026-06-11,511,107,321,3,4.78
INV-001411,P-011,S-029,2026-06-11,369,107,321,10,3.45
INV-001412,P-012,S-017,2026-06-11,389,118,354,14,3.3
INV-001413,P-013,S-050,2026-06-11,503,108,324,14,4.66
INV-001414,P-014,S-018,2026-06-11,504,106,318,9,4.76
INV-001415,P-015,S-034,2026-06-11,380,105,315,3,3.62
INV-001416,P-016,S-004,2026-06-11,456,93,279,5,4.9
INV-001417,P-017,S-049,2026-06-11,432,89,267,13,4.86
INV-001418,P-018,S-024,2026-06-11,440,76,228,10,5.8
INV-001419,P-019,S-026,2026-06-11,453,98,294,15,4.63
INV-001420,P-020,S-014,2026-06-11,472,119,357,8,3.97
INV-001421,P-021,S-017,2026-06-11,458,110,330,14,4.17
INV-001422,P-022,S-028,2026-06-11,478,95,285,3,5.03
INV-001423,P-023,S-017,2026-06-11,460,115,345,14,4.01
INV-001424,P-024,S-044,2026-06-11,450,133,399,4,3.39
INV-001425,P-025,S-004,2026-06-11,393,93,279,5,4.23
INV-001426,P-026,S-011,2026-06-11,402,112,336,15,3.59
INV-001427,P-027,S-046,2026-06-11,355,106,318,6,3.35
INV-001428,P-028,S-001,2026-06-11,496,78,234,9,6.36
INV-001429,P-029,S-014,2026-06-11,449,131,393,8,3.43
INV-001430,P-030,S-041,2026-06-11,439,121,363,6,3.63
INV-001431,P-031,S-049,2026-06-11,542,108,324,13,5.02
INV-001432,P-032,S-040,2026-06-11,442,96,288,5,4.61
INV-001433,P-033,S-001,2026-06-11,540,92,276,9,5.88
INV-001434,P-034,S-029,2026-06-11,474,114,342,10,4.16
INV-001435,P-035,S-025,2026-06-11,423,123,369,7,3.44
INV-001436,P-036,S-014,2026-06-11,336,112,336,8,3.0
INV-001437,P-037,S-027,2026-06-11,526,97,291,3,5.43
INV-001438,P-038,S-048,2026-06-11,466,95,285,13,4.91
INV-001439,P-039,S-018,2026-06-11,501,72,216,9,6.97
INV-001440,P-040,S-003,2026-06-11,486,135,405,10,3.61
INV-001441,P-041,S-017,2026-06-11,569,90,270,14,6.33
INV-001442,P-042,S-028,2026-06-11,439,129,387,3,3.41
INV-001443,P-043,S-041,2026-06-11,436,134,402,6,3.25
INV-001444,P-044,S-016,2026-06-11,377,109,327,8,3.47
INV-001445,P-045,S-043,2026-06-11,449,102,306,9,4.41
INV-001446,P-046,S-002,2026-06-11,406,111,333,13,3.66
INV-001447,P-047,S-019,2026-06-11,435,125,375,10,3.48
INV-001448,P-048,S-016,2026-06-11,434,110,330,8,3.95
INV-001449,P-049,S-018,2026-06-11,527,84,252,9,6.28
INV-001450,P-050,S-035,2026-06-11,378,77,231,11,4.92
INV-001451,P-001,S-026,2026-06-12,382,112,336,15,3.42
INV-001452,P-002,S-031,2026-06-12,464,99,297,9,4.69
INV-001453,P-003,S-025,2026-06-12,373,94,282,7,3.97
INV-001454,P-004,S-036,2026-06-12,391,87,261,10,4.5
INV-001455,P-005,S-028,2026-06-12,321,105,315,3,3.06
INV-001456,P-006,S-021,2026-06-12,529,67,201,12,7.9
INV-001457,P-007,S-047,2026-06-12,360,90,270,12,4.01
INV-001458,P-008,S-033,2026-06-12,379,109,327,5,3.48
INV-001459,P-009,S-038,2026-06-12,358,126,378,15,2.84
INV-001460,P-010,S-004,2026-06-12,415,75,225,5,5.54
INV-001461,P-011,S-026,2026-06-12,430,107,321,15,4.02
INV-001462,P-012,S-042,2026-06-12,369,121,363,14,3.06
INV-001463,P-013,S-034,2026-06-12,377,105,315,3,3.59
INV-001464,P-014,S-033,2026-06-12,376,88,264,5,4.28
INV-001465,P-015,S-023,2026-06-12,483,64,192,12,7.55
INV-001466,P-016,S-023,2026-06-12,426,74,222,12,5.76
INV-001467,P-017,S-039,2026-06-12,288,119,357,12,2.42
INV-001468,P-018,S-026,2026-06-12,433,76,228,15,5.7
INV-001469,P-019,S-020,2026-06-12,403,117,351,10,3.45
INV-001470,P-020,S-021,2026-06-12,347,78,234,12,4.46
INV-001471,P-021,S-045,2026-06-12,487,107,321,6,4.56
INV-001472,P-022,S-027,2026-06-12,379,116,348,3,3.27
INV-001473,P-023,S-001,2026-06-12,375,100,300,9,3.76
INV-001474,P-024,S-016,2026-06-12,438,101,303,8,4.34
INV-001475,P-025,S-041,2026-06-12,448,109,327,6,4.12
INV-001476,P-026,S-045,2026-06-12,458,97,291,6,4.73
INV-001477,P-027,S-025,2026-06-12,406,89,267,7,4.57
INV-001478,P-028,S-038,2026-06-12,450,99,297,15,4.55
INV-001479,P-029,S-010,2026-06-12,412,94,282,5,4.38
INV-001480,P-030,S-003,2026-06-12,349,122,366,10,2.87
INV-001481,P-031,S-043,2026-06-12,387,85,255,9,4.56
INV-001482,P-032,S-016,2026-06-12,443,83,249,8,5.34
INV-001483,P-033,S-034,2026-06-12,312,108,324,3,2.89
INV-001484,P-034,S-018,2026-06-12,425,104,312,9,4.09
INV-001485,P-035,S-022,2026-06-12,414,110,330,6,3.77
INV-001486,P-036,S-047,2026-06-12,319,90,270,12,3.55
INV-001487,P-037,S-038,2026-06-12,419,86,258,15,4.88
INV-001488,P-038,S-046,2026-06-12,432,81,243,6,5.34
INV-001489,P-039,S-013,2026-06-12,332,103,309,4,3.22
INV-001490,P-040,S-022,2026-06-12,457,134,402,6,3.41
INV-001491,P-041,S-006,2026-06-12,289,158,474,12,1.83
INV-001492,P-042,S-033,2026-06-12,364,123,369,5,2.97
INV-001493,P-043,S-004,2026-06-12,445,68,204,5,6.55
INV-001494,P-044,S-012,2026-06-12,384,117,351,10,3.29
INV-001495,P-045,S-024,2026-06-12,459,59,177,10,7.79
INV-001496,P-046,S-026,2026-06-12,300,161,483,15,1.87
INV-001497,P-047,S-026,2026-06-12,459,93,279,15,4.94
INV-001498,P-048,S-008,2026-06-12,368,110,330,15,3.35
INV-001499,P-049,S-021,2026-06-12,358,123,369,12,2.92
INV-001500,P-050,S-011,2026-06-12,406,106,318,15,3.83
INV-001501,P-001,S-042,2026-06-13,538,74,222,14,7.27
INV-001502,P-002,S-036,2026-06-13,437,112,336,10,3.9
INV-001503,P-003,S-020,2026-06-13,529,88,264,10,6.02
INV-001504,P-004,S-022,2026-06-13,497,89,267,6,5.59
INV-001505,P-005,S-022,2026-06-13,560,93,279,6,6.03
INV-001506,P-006,S-035,2026-06-13,545,126,378,11,4.33
INV-001507,P-007,S-022,2026-06-13,565,85,255,6,6.65
INV-001508,P-008,S-043,2026-06-13,428,85,255,9,5.04
INV-001509,P-009,S-048,2026-06-13,549,124,372,13,4.43
INV-001510,P-010,S-042,2026-06-13,409,98,294,14,4.18
INV-001511,P-011,S-047,2026-06-13,414,121,363,12,3.43
INV-001512,P-012,S-002,2026-06-13,454,90,270,13,5.05
INV-001513,P-013,S-043,2026-06-13,496,112,336,9,4.43
INV-001514,P-014,S-032,2026-06-13,526,100,300,13,5.27
INV-001515,P-015,S-010,2026-06-13,551,111,333,5,4.97
INV-001516,P-016,S-037,2026-06-13,472,117,351,8,4.04
INV-001517,P-017,S-017,2026-06-13,486,114,342,14,4.27
INV-001518,P-018,S-021,2026-06-13,497,118,354,12,4.21
INV-001519,P-019,S-020,2026-06-13,435,127,381,10,3.43
INV-001520,P-020,S-002,2026-06-13,530,112,336,13,4.73
INV-001521,P-021,S-021,2026-06-13,429,68,204,12,6.32
INV-001522,P-022,S-025,2026-06-13,549,133,399,7,4.13
INV-001523,P-023,S-043,2026-06-13,454,132,396,9,3.44
INV-001524,P-024,S-041,2026-06-13,469,139,417,6,3.38
INV-001525,P-025,S-022,2026-06-13,341,100,300,6,3.42
INV-001526,P-026,S-028,2026-06-13,515,122,366,3,4.23
INV-001527,P-027,S-015,2026-06-13,482,73,219,8,6.61
INV-001528,P-028,S-050,2026-06-13,535,84,252,14,6.37
INV-001529,P-029,S-008,2026-06-13,466,109,327,15,4.28
INV-001530,P-030,S-006,2026-06-13,488,94,282,12,5.2
INV-001531,P-031,S-047,2026-06-13,407,95,285,12,4.29
INV-001532,P-032,S-028,2026-06-13,430,126,378,3,3.42
INV-001533,P-033,S-040,2026-06-13,509,82,246,5,6.22
INV-001534,P-034,S-017,2026-06-13,496,112,336,14,4.43
INV-001535,P-035,S-016,2026-06-13,348,137,411,8,2.55
INV-001536,P-036,S-018,2026-06-13,509,103,309,9,4.95
INV-001537,P-037,S-029,2026-06-13,495,110,330,10,4.51
INV-001538,P-038,S-049,2026-06-13,430,135,405,13,3.19
INV-001539,P-039,S-033,2026-06-13,558,105,315,5,5.32
INV-001540,P-040,S-047,2026-06-13,452,77,231,12,5.88
INV-001541,P-041,S-029,2026-06-13,467,109,327,10,4.29
INV-001542,P-042,S-011,2026-06-13,549,120,360,15,4.58
INV-001543,P-043,S-035,2026-06-13,527,55,165,11,9.6
INV-001544,P-044,S-003,2026-06-13,472,102,306,10,4.63
INV-001545,P-045,S-013,2026-06-13,417,112,336,4,3.73
INV-001546,P-046,S-022,2026-06-13,504,104,312,6,4.85
INV-001547,P-047,S-007,2026-06-13,530,110,330,3,4.82
INV-001548,P-048,S-044,2026-06-13,425,106,318,4,4.01
INV-001549,P-049,S-050,2026-06-13,460,102,306,14,4.51
INV-001550,P-050,S-009,2026-06-13,409,115,345,12,3.56
INV-001551,P-001,S-031,2026-06-14,496,79,237,9,6.29
INV-001552,P-002,S-005,2026-06-14,435,87,261,7,5.01
INV-001553,P-003,S-048,2026-06-14,441,71,213,13,6.21
INV-001554,P-004,S-018,2026-06-14,461,94,282,9,4.91
INV-001555,P-005,S-018,2026-06-14,465,120,360,9,3.88
INV-001556,P-006,S-028,2026-06-14,478,93,279,3,5.15
INV-001557,P-007,S-002,2026-06-14,405,107,321,13,3.79
INV-001558,P-008,S-020,2026-06-14,542,119,357,10,4.56
INV-001559,P-009,S-018,2026-06-14,478,127,381,9,3.77
INV-001560,P-010,S-015,2026-06-14,487,66,198,8,7.39
INV-001561,P-011,S-009,2026-06-14,447,102,306,12,4.39
INV-001562,P-012,S-018,2026-06-14,430,147,441,9,2.93
INV-001563,P-013,S-006,2026-06-14,445,85,255,12,5.24
INV-001564,P-014,S-012,2026-06-14,374,107,321,10,3.5
INV-001565,P-015,S-015,2026-06-14,488,95,285,8,5.14
INV-001566,P-016,S-026,2026-06-14,510,85,255,15,6.0
INV-001567,P-017,S-008,2026-06-14,418,95,285,15,4.4
INV-001568,P-018,S-048,2026-06-14,359,108,324,13,3.33
INV-001569,P-019,S-043,2026-06-14,520,119,357,9,4.38
INV-001570,P-020,S-006,2026-06-14,476,116,348,12,4.11
INV-001571,P-021,S-014,2026-06-14,453,120,360,8,3.78
INV-001572,P-022,S-028,2026-06-14,453,91,273,3,4.98
INV-001573,P-023,S-030,2026-06-14,488,96,288,7,5.08
INV-001574,P-024,S-049,2026-06-14,500,137,411,13,3.65
INV-001575,P-025,S-007,2026-06-14,476,109,327,3,4.37
INV-001576,P-026,S-030,2026-06-14,576,72,216,7,8.01
INV-001577,P-027,S-048,2026-06-14,483,102,306,13,4.74
INV-001578,P-028,S-045,2026-06-14,410,112,336,6,3.67
INV-001579,P-029,S-036,2026-06-14,350,99,297,10,3.54
INV-001580,P-030,S-028,2026-06-14,591,80,240,3,7.4
INV-001581,P-031,S-029,2026-06-14,464,111,333,10,4.19
INV-001582,P-032,S-028,2026-06-14,537,93,279,3,5.78
INV-001583,P-033,S-010,2026-06-14,452,78,234,5,5.8
INV-001584,P-034,S-026,2026-06-14,543,96,288,15,5.66
INV-001585,P-035,S-017,2026-06-14,411,95,285,14,4.33
INV-001586,P-036,S-032,2026-06-14,472,73,219,13,6.47
INV-001587,P-037,S-038,2026-06-14,541,98,294,15,5.53
INV-001588,P-038,S-047,2026-06-14,442,96,288,12,4.61
INV-001589,P-039,S-004,2026-06-14,546,110,330,5,4.97
INV-001590,P-040,S-020,2026-06-14,486,76,228,10,6.4
INV-001591,P-041,S-022,2026-06-14,492,85,255,6,5.79
INV-001592,P-042,S-011,2026-06-14,463,110,330,15,4.21
INV-001593,P-043,S-032,2026-06-14,449,65,195,13,6.92
INV-001594,P-044,S-011,2026-06-14,451,107,321,15,4.22
INV-001595,P-045,S-039,2026-06-14,565,64,192,12,8.83
INV-001596,P-046,S-026,2026-06-14,583,90,270,15,6.49
INV-001597,P-047,S-035,2026-06-14,482,107,321,11,4.51
INV-001598,P-048,S-019,2026-06-14,482,116,348,10,4.16
INV-001599,P-049,S-006,2026-06-14,451,153,459,12,2.95
INV-001600,P-050,S-045,2026-06-14,429,130,390,6,3.3
INV-001601,P-001,S-019,2026-06-15,476,106,318,10,4.5
INV-001602,P-002,S-019,2026-06-15,486,90,270,10,5.41
INV-001603,P-003,S-045,2026-06-15,351,112,336,6,3.13
INV-001604,P-004,S-048,2026-06-15,445,67,201,13,6.64
INV-001605,P-005,S-045,2026-06-15,343,146,438,6,2.35
INV-001606,P-006,S-045,2026-06-15,277,132,396,6,2.11
INV-001607,P-007,S-024,2026-06-15,324,88,264,10,3.69
INV-001608,P-008,S-039,2026-06-15,418,70,210,12,5.98
INV-001609,P-009,S-031,2026-06-15,393,88,264,9,4.47
INV-001610,P-010,S-023,2026-06-15,369,120,360,12,3.08
INV-001611,P-011,S-021,2026-06-15,404,74,222,12,5.47
INV-001612,P-012,S-040,2026-06-15,425,113,339,5,3.76
INV-001613,P-013,S-040,2026-06-15,381,108,324,5,3.53
INV-001614,P-014,S-050,2026-06-15,417,93,279,14,4.49
INV-001615,P-015,S-033,2026-06-15,342,132,396,5,2.6
INV-001616,P-016,S-013,2026-06-15,410,98,294,4,4.19
INV-001617,P-017,S-011,2026-06-15,434,95,285,15,4.58
INV-001618,P-018,S-023,2026-06-15,371,124,372,12,2.99
INV-001619,P-019,S-043,2026-06-15,452,115,345,9,3.94
INV-001620,P-020,S-005,2026-06-15,513,90,270,7,5.71
INV-001621,P-021,S-034,2026-06-15,387,119,357,3,3.26
INV-001622,P-022,S-013,2026-06-15,380,143,429,4,2.66
INV-001623,P-023,S-035,2026-06-15,416,79,237,11,5.27
INV-001624,P-024,S-025,2026-06-15,430,94,282,7,4.58
INV-001625,P-025,S-033,2026-06-15,388,115,345,5,3.38
INV-001626,P-026,S-005,2026-06-15,402,86,258,7,4.68
INV-001627,P-027,S-026,2026-06-15,415,83,249,15,5.0
INV-001628,P-028,S-038,2026-06-15,473,70,210,15,6.77
INV-001629,P-029,S-046,2026-06-15,374,88,264,6,4.25
INV-001630,P-030,S-004,2026-06-15,436,72,216,5,6.06
INV-001631,P-031,S-018,2026-06-15,371,92,276,9,4.03
INV-001632,P-032,S-032,2026-06-15,440,87,261,13,5.06
INV-001633,P-033,S-021,2026-06-15,382,90,270,12,4.25
INV-001634,P-034,S-003,2026-06-15,546,86,258,10,6.36
INV-001635,P-035,S-050,2026-06-15,506,86,258,14,5.89
INV-001636,P-036,S-043,2026-06-15,424,95,285,9,4.47
INV-001637,P-037,S-011,2026-06-15,412,122,366,15,3.38
INV-001638,P-038,S-026,2026-06-15,449,81,243,15,5.55
INV-001639,P-039,S-039,2026-06-15,350,96,288,12,3.65
INV-001640,P-040,S-046,2026-06-15,371,83,249,6,4.47
INV-001641,P-041,S-012,2026-06-15,440,116,348,10,3.8
INV-001642,P-042,S-048,2026-06-15,457,72,216,13,6.35
INV-001643,P-043,S-003,2026-06-15,376,115,345,10,3.27
INV-001644,P-044,S-039,2026-06-15,455,97,291,12,4.69
INV-001645,P-045,S-041,2026-06-15,381,120,360,6,3.18
INV-001646,P-046,S-002,2026-06-15,468,51,153,13,9.18
INV-001647,P-047,S-010,2026-06-15,413,113,339,5,3.66
INV-001648,P-048,S-011,2026-06-15,483,71,213,15,6.82
INV-001649,P-049,S-023,2026-06-15,384,106,318,12,3.63
INV-001650,P-050,S-048,2026-06-15,463,69,207,13,6.72
INV-001651,P-001,S-036,2026-06-16,357,111,333,10,3.22
INV-001652,P-002,S-010,2026-06-16,380,101,303,5,3.77
INV-001653,P-003,S-015,2026-06-16,434,84,252,8,5.17
INV-001654,P-004,S-044,2026-06-16,486,99,297,4,4.92
INV-001655,P-005,S-018,2026-06-16,435,80,240,9,5.44
INV-001656,P-006,S-047,2026-06-16,330,113,339,12,2.92
INV-001657,P-007,S-023,2026-06-16,351,116,348,12,3.03
INV-001658,P-008,S-032,2026-06-16,410,117,351,13,3.51
INV-001659,P-009,S-034,2026-06-16,515,84,252,3,6.14
INV-001660,P-010,S-035,2026-06-16,502,112,336,11,4.48
INV-001661,P-011,S-027,2026-06-16,440,125,375,3,3.52
INV-001662,P-012,S-030,2026-06-16,436,97,291,7,4.5
INV-001663,P-013,S-005,2026-06-16,510,84,252,7,6.08
INV-001664,P-014,S-040,2026-06-16,487,100,300,5,4.88
INV-001665,P-015,S-025,2026-06-16,395,117,351,7,3.38
INV-001666,P-016,S-037,2026-06-16,433,104,312,8,4.17
INV-001667,P-017,S-019,2026-06-16,423,110,330,10,3.85
INV-001668,P-018,S-021,2026-06-16,446,84,252,12,5.32
INV-001669,P-019,S-032,2026-06-16,482,84,252,13,5.74
INV-001670,P-020,S-007,2026-06-16,488,80,240,3,6.1
INV-001671,P-021,S-015,2026-06-16,447,91,273,8,4.92
INV-001672,P-022,S-031,2026-06-16,434,146,438,9,2.98
INV-001673,P-023,S-041,2026-06-16,443,85,255,6,5.22
INV-001674,P-024,S-025,2026-06-16,465,90,270,7,5.17
INV-001675,P-025,S-001,2026-06-16,390,86,258,9,4.54
INV-001676,P-026,S-050,2026-06-16,404,117,351,14,3.46
INV-001677,P-027,S-021,2026-06-16,487,99,297,12,4.93
INV-001678,P-028,S-043,2026-06-16,390,130,390,9,3.0
INV-001679,P-029,S-047,2026-06-16,463,89,267,12,5.2
INV-001680,P-030,S-011,2026-06-16,397,103,309,15,3.86
INV-001681,P-031,S-031,2026-06-16,371,82,246,9,4.53
