payment_id,customer_id,month,bill_amount,payment_amount,payment_status,payment_delay_days,credit_limit,balance,default_flag
PAY-001474,C-2868,2023-01,3344.07,3189.35,late_2mo,29,10000,3599.81,0
PAY-001475,C-0488,2023-01,88.18,67.84,late_3mo,55,10000,7987.4,0
PAY-001476,C-2646,2023-06,3224.97,1779.95,on_time,38,10000,6881.37,1
PAY-001477,C-2078,2023-04,4189.52,0.0,late_3mo,90,1000,5391.97,1
PAY-001478,C-2050,2023-09,1040.8,551.58,on_time,90,10000,8617.08,0
PAY-001479,C-2563,2023-09,3369.46,3039.34,late_1mo,11,10000,3163.56,0
PAY-001480,C-0542,2023-12,2259.54,0.0,late_1mo,90,1000,8370.8,1
PAY-001481,C-3595,2023-02,1824.53,1168.06,on_time,52,10000,9214.2,1
PAY-001482,C-0745,2023-07,4363.82,0.0,late_3mo,90,1000,7653.01,1
PAY-001483,C-0620,2023-02,87.49,0.0,late_2mo,86,1000,7252.06,1
PAY-001484,C-3239,2023-01,1033.98,1112.4,on_time,12,10000,1840.49,0
PAY-001485,C-0243,2023-05,3902.29,0.0,late_3mo,90,5000,7599.99,1
PAY-001486,C-1155,2023-07,2636.82,1017.41,on_time,57,10000,8199.03,0
PAY-001487,C-2811,2023-10,148.9,129.49,on_time,16,10000,3376.0,0
PAY-001488,C-2901,2023-05,4334.69,0.0,late_3mo,77,1000,5587.33,1
PAY-001489,C-4382,2023-10,2708.45,1828.88,on_time,72,5000,3136.92,0
PAY-001490,C-3812,2023-02,3542.82,0.0,late_2mo,79,5000,9944.8,1
PAY-001491,C-4437,2023-03,2673.29,2195.24,late_1mo,7,5000,78.87,0
PAY-001492,C-2686,2023-10,3838.96,4244.36,late_2mo,9,10000,954.45,0
PAY-001493,C-2930,2023-04,1715.9,0.0,on_time,90,1000,4637.16,1
PAY-001494,C-1815,2023-08,618.6,0.0,on_time,87,1000,4591.2,1
PAY-001495,C-1612,2023-03,2443.78,283.39,late_2mo,81,5000,8267.94,0
PAY-001496,C-2415,2023-11,2937.87,2583.51,late_1mo,66,10000,5698.38,0
PAY-001497,C-4534,2023-06,1156.37,1103.36,late_1mo,28,10000,2643.04,0
PAY-001498,C-2324,2023-03,2236.13,1469.02,late_2mo,44,10000,9064.09,0
PAY-001499,C-4368,2023-03,4685.8,4519.91,on_time,0,10000,3390.44,0
PAY-001500,C-2827,2023-08,4530.02,0.0,late_3mo,90,1000,4301.97,1
PAY-001501,C-3735,2023-07,1628.27,1321.8,late_3mo,15,10000,3071.51,0
PAY-001502,C-4701,2023-06,1007.0,666.44,late_3mo,30,5000,2316.06,0
PAY-001503,C-4499,2023-07,206.74,41.58,late_1mo,73,5000,6304.28,1
PAY-001504,C-1819,2023-01,4169.09,199.3,late_3mo,72,5000,6407.64,0
PAY-001505,C-4431,2023-05,4564.7,0.0,late_1mo,71,1000,9348.16,1
PAY-001506,C-1849,2023-02,1127.28,1150.3,late_1mo,24,10000,973.54,0
PAY-001507,C-4384,2023-03,412.65,371.22,on_time,16,10000,4726.9,0
PAY-001508,C-1241,2023-03,2582.61,0.0,late_2mo,90,1000,4703.53,1
PAY-001509,C-0839,2023-11,1945.24,0.0,late_2mo,88,1000,7688.17,1
PAY-001510,C-4131,2023-07,93.24,38.04,late_1mo,10,10000,6698.7,0
PAY-001511,C-3015,2023-12,4959.45,3690.29,late_1mo,16,5000,2651.74,0
PAY-001512,C-3376,2023-03,1385.82,632.02,late_2mo,67,10000,5992.79,1
PAY-001513,C-3152,2023-09,3340.07,0.0,late_2mo,90,1000,5090.93,1
PAY-001514,C-1317,2023-01,4581.76,0.0,late_2mo,90,1000,6163.85,1
PAY-001515,C-4029,2023-06,1146.38,629.74,late_1mo,0,10000,8072.52,0
PAY-001516,C-0674,2023-07,1156.29,1387.55,late_3mo,2,1000,102.91,0
PAY-001517,C-4416,2023-11,1364.85,865.11,late_2mo,45,10000,5882.02,0
PAY-001518,C-0379,2023-12,2724.94,1579.56,on_time,52,5000,3120.11,0
PAY-001519,C-3250,2023-11,635.99,188.3,late_3mo,24,5000,3592.04,0
PAY-001520,C-3327,2023-10,1577.43,1079.54,late_1mo,29,1000,581.41,0
PAY-001521,C-4367,2023-05,4007.22,2496.49,late_1mo,48,10000,6431.28,0
PAY-001522,C-4905,2023-03,4528.26,825.61,late_3mo,69,5000,6924.29,1
PAY-001523,C-0495,2023-09,3835.93,1684.43,late_2mo,69,5000,6141.2,0
PAY-001524,C-4683,2023-09,3013.63,414.42,late_1mo,71,5000,8072.59,0
PAY-001525,C-2668,2023-01,2576.55,1397.75,late_2mo,47,5000,5291.06,1
PAY-001526,C-3455,2023-06,4163.71,467.91,late_1mo,80,5000,8043.38,1
PAY-001527,C-4441,2023-08,2459.26,782.66,late_3mo,90,1000,1386.01,0
PAY-001528,C-4162,2023-11,3905.73,2958.19,late_1mo,21,10000,2609.64,0
PAY-001529,C-3020,2023-04,1776.32,0.0,on_time,78,5000,9116.61,0
PAY-001530,C-4323,2023-03,3133.98,0.0,late_3mo,90,1000,2909.34,1
PAY-001531,C-2532,2023-05,1127.24,668.01,late_2mo,29,10000,3099.51,0
PAY-001532,C-1944,2023-09,1508.5,1113.76,on_time,19,10000,4750.72,0
PAY-001533,C-3527,2023-03,4042.88,0.0,late_2mo,79,1000,9479.81,1
PAY-001534,C-0290,2023-02,2245.27,0.0,late_2mo,85,1000,6421.06,1
PAY-001535,C-1477,2023-03,1590.77,0.0,late_2mo,84,5000,9323.95,1
PAY-001536,C-3697,2023-04,3793.71,0.0,late_3mo,80,1000,4459.43,1
PAY-001537,C-2877,2023-09,4195.79,0.0,late_2mo,82,5000,8598.66,1
PAY-001538,C-3099,2023-11,1244.59,202.6,on_time,90,5000,6588.44,1
PAY-001539,C-2872,2023-06,882.76,313.66,late_2mo,73,5000,4390.42,1
PAY-001540,C-1284,2023-04,1137.11,900.61,late_2mo,37,10000,6713.17,0
PAY-001541,C-1478,2023-04,4846.88,2554.44,late_2mo,8,10000,6561.97,0
PAY-001542,C-2454,2023-02,1778.19,0.0,late_3mo,89,1000,8281.73,1
PAY-001543,C-1079,2023-10,3178.45,1368.99,late_2mo,49,5000,4389.34,1
PAY-001544,C-3454,2023-11,1457.5,894.25,late_2mo,35,10000,4950.39,1
PAY-001545,C-1502,2023-02,2052.39,1312.11,late_1mo,59,5000,5444.73,1
PAY-001546,C-1419,2023-08,2999.94,1229.13,late_2mo,72,10000,9095.42,0
PAY-001547,C-4027,2023-10,4416.75,2865.65,late_2mo,31,10000,5769.81,0
PAY-001548,C-2691,2023-02,128.15,0.0,late_2mo,82,1000,3734.34,1
PAY-001549,C-4526,2023-06,4971.51,0.0,late_3mo,90,1000,8166.18,1
PAY-001550,C-1862,2023-03,3835.62,2958.38,late_3mo,20,10000,2693.72,0
PAY-001551,C-4227,2023-02,3593.64,3186.11,on_time,10,10000,1964.67,0
PAY-001552,C-2248,2023-04,2690.93,0.0,on_time,90,1000,8211.52,1
PAY-001553,C-3705,2023-07,3211.21,2968.07,late_2mo,47,10000,4237.44,0
PAY-001554,C-0814,2023-09,523.15,416.7,late_2mo,25,10000,1156.66,0
PAY-001555,C-2080,2023-11,2246.53,2082.13,late_1mo,15,1000,76.42,0
PAY-001556,C-1782,2023-07,179.87,60.9,on_time,65,10000,7758.31,0
PAY-001557,C-3808,2023-05,974.68,0.0,on_time,90,1000,3507.15,1
PAY-001558,C-0593,2023-01,2068.03,0.0,on_time,43,5000,7500.63,1
PAY-001559,C-0221,2023-09,4840.04,3887.67,late_2mo,89,5000,3560.33,0
PAY-001560,C-1902,2023-02,1339.88,1133.57,late_2mo,7,10000,2738.7,0
PAY-001561,C-4225,2023-07,1173.65,927.17,late_2mo,3,10000,2093.58,0
PAY-001562,C-2576,2023-06,1948.37,495.04,late_1mo,51,10000,9110.66,0
PAY-001563,C-4428,2023-10,1213.44,596.28,on_time,41,10000,8286.5,0
PAY-001564,C-2247,2023-12,276.13,0.0,late_1mo,85,1000,9126.02,1
PAY-001565,C-1960,2023-01,1629.42,1134.99,on_time,69,10000,6650.03,0
PAY-001566,C-1300,2023-10,4932.97,0.0,late_1mo,81,1000,9882.5,1
PAY-001567,C-2665,2023-07,974.76,0.0,on_time,89,5000,8164.22,1
PAY-001568,C-3950,2023-03,2421.19,2135.57,on_time,2,10000,414.27,0
PAY-001569,C-3964,2023-11,3132.94,0.0,on_time,74,5000,7614.51,1
PAY-001570,C-1012,2023-05,1453.98,416.04,late_3mo,40,5000,4173.15,0
PAY-001571,C-1871,2023-04,3857.97,2326.39,late_2mo,15,10000,5400.39,0
PAY-001572,C-0525,2023-03,4308.79,1772.85,late_2mo,19,10000,6582.41,0
PAY-001573,C-4451,2023-10,1541.87,1295.05,late_3mo,19,10000,2051.06,0
PAY-001574,C-0198,2023-04,4148.41,1581.27,on_time,76,5000,6680.81,0
PAY-001575,C-1287,2023-08,1711.85,0.0,late_1mo,85,1000,9857.96,1
PAY-001576,C-3366,2023-08,3864.81,1996.22,late_1mo,27,10000,7951.14,1
PAY-001577,C-3910,2023-12,3132.76,844.62,on_time,79,5000,6878.89,1
PAY-001578,C-2833,2023-07,2232.99,1111.61,late_3mo,30,1000,774.64,0
PAY-001579,C-4366,2023-11,1000.2,839.86,late_3mo,20,10000,4729.97,0
PAY-001580,C-2144,2023-06,376.46,315.98,late_2mo,13,10000,1152.35,0
PAY-001581,C-2597,2023-04,4839.41,0.0,on_time,78,1000,7857.76,1
PAY-001582,C-2479,2023-12,2117.42,1253.17,late_1mo,38,10000,7441.52,1
PAY-001583,C-2408,2023-03,3263.94,2909.38,late_3mo,39,10000,948.78,0
PAY-001584,C-4172,2023-09,105.7,46.73,on_time,72,5000,6052.1,0
PAY-001585,C-4228,2023-04,1653.97,982.68,on_time,35,10000,6656.7,0
PAY-001586,C-0473,2023-05,3440.63,2399.32,late_3mo,67,5000,3755.51,0
PAY-001587,C-3570,2023-09,1904.59,0.0,late_3mo,90,1000,7091.58,1
PAY-001588,C-0744,2023-06,2997.94,1265.15,on_time,48,5000,4278.16,0
PAY-001589,C-3171,2023-11,745.52,309.83,late_3mo,74,5000,5522.49,1
PAY-001590,C-4247,2023-07,2640.93,2861.44,on_time,34,10000,2347.66,0
PAY-001591,C-1383,2023-02,3756.25,2213.84,late_2mo,5,5000,2723.33,0
PAY-001592,C-3964,2023-01,3292.38,1008.4,on_time,90,5000,6471.02,1
PAY-001593,C-4599,2023-12,1767.73,1452.26,late_3mo,3,5000,1597.22,0
PAY-001594,C-4420,2023-05,2839.05,1697.85,late_1mo,10,5000,3678.61,0
PAY-001595,C-1718,2023-10,3459.96,0.0,late_2mo,90,1000,5645.69,1
PAY-001596,C-0883,2023-08,4046.98,0.0,late_3mo,90,1000,7168.49,1
PAY-001597,C-0844,2023-11,2742.65,1912.02,late_1mo,8,10000,1399.01,0
PAY-001598,C-2189,2023-09,1482.12,962.77,late_3mo,25,1000,313.91,0
PAY-001599,C-4684,2023-06,3161.58,0.0,late_1mo,90,1000,8940.98,1
PAY-001600,C-1310,2023-05,3784.6,0.0,late_1mo,90,1000,7708.91,1
PAY-001601,C-1470,2023-06,4447.76,249.91,late_3mo,86,5000,7998.37,1
PAY-001602,C-3150,2023-03,2883.95,2771.02,late_3mo,28,10000,3115.14,0
PAY-001603,C-3307,2023-06,2366.24,2839.49,late_3mo,11,5000,985.44,0
PAY-001604,C-0773,2023-06,3481.49,0.0,late_1mo,73,1000,1578.44,1
PAY-001605,C-4788,2023-06,2359.58,0.0,late_2mo,82,1000,2473.07,1
PAY-001606,C-0471,2023-06,956.44,190.26,late_1mo,65,5000,4169.28,0
PAY-001607,C-2994,2023-04,3052.17,1413.09,late_1mo,74,5000,4067.94,0
PAY-001608,C-4421,2023-12,189.98,150.06,late_3mo,36,10000,4613.59,1
PAY-001609,C-0386,2023-10,1116.89,0.0,late_3mo,84,1000,8044.46,1
PAY-001610,C-1577,2023-02,723.47,550.83,on_time,24,10000,5773.61,0
PAY-001611,C-1882,2023-07,2857.11,1377.1,late_1mo,31,10000,9156.64,0
PAY-001612,C-2630,2023-06,57.62,29.83,late_3mo,87,1000,673.02,1
PAY-001613,C-3848,2023-05,1301.54,1311.39,late_3mo,0,10000,736.1,0
PAY-001614,C-2364,2023-05,4774.76,4085.57,on_time,32,10000,1177.33,0
PAY-001615,C-3391,2023-03,2446.74,0.0,late_2mo,82,1000,2821.99,1
PAY-001616,C-2825,2023-11,520.72,0.0,late_3mo,75,5000,8501.85,1
PAY-001617,C-3928,2023-04,3807.93,2642.55,on_time,43,5000,2407.47,0
PAY-001618,C-0081,2023-09,3404.01,2982.38,on_time,5,10000,94.62,0
PAY-001619,C-0956,2023-08,767.95,0.0,on_time,90,1000,8294.37,1
PAY-001620,C-0242,2023-01,4065.01,2119.94,late_3mo,51,10000,4100.8,1
PAY-001621,C-1777,2023-04,1072.58,970.88,late_3mo,27,10000,3196.87,0
PAY-001622,C-2325,2023-10,3119.37,2053.69,late_2mo,53,5000,2460.2,0
PAY-001623,C-1521,2023-06,96.52,83.18,late_3mo,19,5000,3071.37,1
PAY-001624,C-3141,2023-01,4811.31,0.0,late_2mo,90,1000,6575.88,1
PAY-001625,C-4711,2023-01,4613.1,1151.19,late_2mo,73,5000,7200.69,1
PAY-001626,C-3750,2023-07,489.1,0.0,late_3mo,81,1000,2578.15,1
PAY-001627,C-3374,2023-11,1490.64,1020.91,late_3mo,14,10000,5179.38,0
PAY-001628,C-3678,2023-04,3299.78,1745.54,late_2mo,28,10000,7553.2,0
PAY-001629,C-3522,2023-04,2524.55,0.0,on_time,75,1000,5672.94,1
PAY-001630,C-2989,2023-02,2382.91,629.93,late_1mo,59,5000,6819.93,1
PAY-001631,C-4085,2023-05,2237.99,1568.39,late_1mo,28,1000,641.4,0
PAY-001632,C-0010,2023-11,1752.62,1377.99,late_3mo,11,5000,17.46,0
PAY-001633,C-3076,2023-05,4832.77,0.0,on_time,90,1000,4999.91,1
PAY-001634,C-4386,2023-01,3454.79,1854.91,late_2mo,16,10000,5881.89,0
PAY-001635,C-1857,2023-11,4445.55,4099.67,late_2mo,14,10000,610.8,0
PAY-001636,C-2336,2023-03,3145.86,3411.41,on_time,18,5000,267.51,0
PAY-001637,C-0768,2023-05,2283.92,0.0,late_1mo,90,1000,6349.13,1
PAY-001638,C-0108,2023-01,4195.69,2528.5,on_time,48,5000,6035.91,0
PAY-001639,C-0633,2023-08,1851.65,1342.68,late_1mo,50,10000,7990.73,1
PAY-001640,C-0246,2023-02,545.28,584.43,late_2mo,12,10000,346.07,0
PAY-001641,C-2503,2023-05,2289.68,1788.74,late_3mo,25,10000,4282.41,0
PAY-001642,C-0543,2023-09,3951.1,2182.91,late_3mo,80,5000,5124.03,1
PAY-001643,C-4607,2023-04,3175.55,0.0,late_1mo,60,5000,9260.18,1
PAY-001644,C-1756,2023-06,4239.28,0.0,late_1mo,83,1000,3701.46,1
PAY-001645,C-1881,2023-05,1252.29,51.61,late_2mo,23,10000,8548.51,0
PAY-001646,C-4526,2023-05,56.61,0.0,on_time,90,1000,8384.72,1
PAY-001647,C-0504,2023-03,3415.19,1134.55,on_time,49,10000,6758.63,0
PAY-001648,C-1773,2023-06,3775.35,2380.84,late_1mo,32,10000,7403.02,0
PAY-001649,C-4219,2023-07,2405.01,1168.3,late_2mo,66,5000,5292.73,0
PAY-001650,C-1335,2023-09,3348.58,0.0,on_time,85,1000,8672.86,1
PAY-001651,C-4999,2023-12,335.43,0.0,late_2mo,90,1000,7026.2,1
PAY-001652,C-3400,2023-08,1832.5,1320.33,late_3mo,34,10000,4701.04,0
PAY-001653,C-3166,2023-02,1717.43,0.0,late_1mo,90,5000,8557.29,1
PAY-001654,C-1446,2023-07,4793.17,4213.91,on_time,13,5000,3.41,0
PAY-001655,C-1812,2023-09,3927.04,2078.82,on_time,35,10000,8042.74,1
PAY-001656,C-0483,2023-11,2749.99,2785.71,on_time,18,10000,1521.66,0
PAY-001657,C-1888,2023-01,4989.93,2132.25,on_time,28,10000,7585.28,0
PAY-001658,C-3976,2023-02,1932.65,542.96,late_2mo,63,5000,4670.69,0
PAY-001659,C-1096,2023-04,3140.33,1594.64,late_3mo,11,5000,1225.97,0
PAY-001660,C-1104,2023-04,4589.38,2184.24,on_time,50,10000,8917.57,1
PAY-001661,C-4501,2023-09,811.39,109.05,late_1mo,63,5000,8132.27,1
PAY-001662,C-1619,2023-10,940.31,111.28,late_1mo,90,5000,7829.24,1
PAY-001663,C-0459,2023-01,430.98,517.18,on_time,2,10000,1119.15,0
PAY-001664,C-1322,2023-12,3553.64,0.0,late_3mo,76,1000,1789.14,1
PAY-001665,C-2775,2023-10,3208.68,0.0,late_2mo,90,1000,4494.29,1
PAY-001666,C-4070,2023-01,1691.81,1693.5,late_3mo,1,10000,1246.98,0
PAY-001667,C-3749,2023-09,1305.29,960.04,late_1mo,6,10000,1098.28,1
PAY-001668,C-3789,2023-08,3606.84,526.02,on_time,77,5000,6194.45,0
PAY-001669,C-3342,2023-02,2346.4,1237.05,late_1mo,14,10000,7083.83,0
PAY-001670,C-4991,2023-10,2700.74,366.49,late_3mo,80,5000,5684.68,1
PAY-001671,C-4669,2023-03,848.07,742.86,late_1mo,13,10000,3647.67,0
PAY-001672,C-3811,2023-02,157.32,0.0,late_1mo,86,5000,9133.51,1
PAY-001673,C-0629,2023-11,3038.57,1970.52,on_time,64,10000,6223.5,0
PAY-001674,C-3063,2023-03,3464.57,0.0,on_time,79,5000,9447.09,1
PAY-001675,C-0944,2023-09,1423.41,1344.26,late_1mo,9,5000,644.59,0
PAY-001676,C-4597,2023-09,3304.67,2575.4,late_2mo,21,5000,763.51,0
PAY-001677,C-2295,2023-12,2788.77,798.72,late_1mo,28,5000,4376.29,0
PAY-001678,C-4931,2023-06,3262.17,0.0,late_1mo,80,1000,4430.57,1
PAY-001679,C-1534,2023-07,131.67,38.43,late_3mo,72,5000,7726.53,1
PAY-001680,C-2581,2023-03,2090.47,461.13,late_2mo,76,5000,4609.09,0
PAY-001681,C-3569,2023-06,4538.3,2155.42,on_time,90,5000,5403.71,1
PAY-001682,C-1518,2023-09,2752.88,0.0,late_3mo,83,1000,9486.33,1
PAY-001683,C-3597,2023-06,3111.96,2458.65,late_1mo,16,10000,5597.19,0
PAY-001684,C-1204,2023-08,4019.23,2000.72,on_time,41,5000,2901.31,0
PAY-001685,C-2119,2023-09,324.54,364.54,late_2mo,18,10000,267.44,0
PAY-001686,C-2871,2023-05,1734.72,0.0,late_3mo,85,1000,4672.83,1
PAY-001687,C-1320,2023-10,1921.26,761.51,late_1mo,52,10000,8851.0,0
PAY-001688,C-1468,2023-07,2062.46,1735.41,late_3mo,0,10000,1281.03,0
PAY-001689,C-2620,2023-09,506.32,0.0,late_2mo,90,1000,6345.75,1
PAY-001690,C-3400,2023-02,2756.26,1073.82,on_time,77,10000,9080.96,0
PAY-001691,C-3712,2023-07,370.84,0.0,late_3mo,90,5000,7272.13,0
PAY-001692,C-4633,2023-07,2330.27,1133.19,late_1mo,35,10000,7206.71,0
PAY-001693,C-1301,2023-07,4983.73,2015.38,on_time,16,10000,8608.64,1
PAY-001694,C-1777,2023-12,473.42,0.0,late_2mo,81,1000,6852.71,1
PAY-001695,C-1418,2023-10,3602.63,770.21,late_1mo,67,5000,7964.09,1
PAY-001696,C-4943,2023-04,1321.89,581.38,late_2mo,39,10000,8169.33,0
PAY-001697,C-4196,2023-02,3768.69,0.0,late_3mo,89,5000,9211.42,1
PAY-001698,C-3943,2023-03,2085.82,0.0,late_3mo,90,5000,8928.42,1
PAY-001699,C-0511,2023-10,4501.44,3585.69,on_time,22,5000,1079.08,0
PAY-001700,C-2627,2023-10,1369.91,0.0,late_3mo,84,1000,6882.12,1
PAY-001701,C-3538,2023-02,4138.1,0.0,late_3mo,78,1000,9990.97,1
PAY-001702,C-0743,2023-03,2479.63,0.0,late_1mo,77,1000,6871.01,1
PAY-001703,C-0262,2023-01,3662.45,1646.41,late_2mo,49,5000,3265.03,0
PAY-001704,C-4395,2023-05,2818.81,2806.5,late_1mo,2,5000,1603.15,0
PAY-001705,C-4169,2023-12,3625.45,2080.11,on_time,23,10000,5225.97,0
PAY-001706,C-4363,2023-02,1295.14,887.11,late_3mo,42,10000,8354.56,1
PAY-001707,C-4935,2023-07,4948.55,403.83,late_2mo,68,5000,6623.81,1
PAY-001708,C-4835,2023-08,3048.51,1272.72,late_2mo,51,10000,9718.59,1
PAY-001709,C-0597,2023-01,3664.17,3070.7,late_3mo,7,1000,515.54,1
PAY-001710,C-2285,2023-02,1719.6,1848.97,late_2mo,0,1000,121.12,0
PAY-001711,C-0651,2023-02,543.23,92.56,on_time,9,10000,8182.32,0
PAY-001712,C-3950,2023-05,3508.81,1381.23,on_time,45,5000,5809.93,0
PAY-001713,C-4191,2023-03,1096.23,0.0,on_time,86,1000,5799.63,1
PAY-001714,C-2514,2023-03,4561.18,0.0,late_3mo,81,5000,8315.12,1
PAY-001715,C-0835,2023-11,1401.58,26.38,late_3mo,31,5000,4962.86,0
PAY-001716,C-2577,2023-01,3559.31,1509.8,late_2mo,83,5000,6163.97,1
PAY-001717,C-2700,2023-12,2029.01,240.45,late_1mo,57,5000,7828.34,0
PAY-001718,C-0031,2023-10,4091.48,2608.97,on_time,40,10000,5866.1,1
PAY-001719,C-4008,2023-08,2800.84,0.0,late_2mo,88,1000,9302.09,1
PAY-001720,C-1360,2023-02,3075.87,2625.44,late_1mo,9,5000,1973.75,0
PAY-001721,C-1286,2023-08,1485.4,503.14,late_3mo,43,5000,6978.17,0
PAY-001722,C-4329,2023-01,4259.66,3186.28,late_2mo,19,5000,61.46,0
PAY-001723,C-2529,2023-06,2516.27,1448.13,late_1mo,26,10000,6319.92,1
PAY-001724,C-2761,2023-01,1586.88,0.0,late_2mo,75,5000,9878.95,1
PAY-001725,C-0356,2023-09,245.77,237.26,late_2mo,15,10000,654.22,0
PAY-001726,C-4908,2023-12,3232.17,0.0,late_2mo,88,1000,2273.3,1
PAY-001727,C-4986,2023-10,1480.7,875.97,late_2mo,10,1000,502.63,0
PAY-001728,C-2948,2023-03,2564.05,2138.2,on_time,59,10000,6919.53,1
PAY-001729,C-2196,2023-09,4533.58,0.0,on_time,76,5000,8862.55,1
PAY-001730,C-1038,2023-01,2031.88,0.0,on_time,90,1000,4679.72,1
PAY-001731,C-4071,2023-09,2376.21,1284.63,on_time,57,5000,3239.57,1
PAY-001732,C-4761,2023-04,3974.0,0.0,late_1mo,77,5000,9977.94,1
PAY-001733,C-2502,2023-01,1799.05,0.0,late_3mo,90,1000,6591.14,1
PAY-001734,C-1992,2023-09,3547.89,1564.06,on_time,47,1000,1546.95,1
PAY-001735,C-3490,2023-05,4373.12,0.0,late_3mo,90,1000,5815.21,1
PAY-001736,C-4524,2023-01,3171.25,341.79,late_2mo,68,5000,6440.91,0
PAY-001737,C-2354,2023-06,2135.18,205.53,late_3mo,52,5000,7363.39,0
PAY-001738,C-0005,2023-10,2154.92,921.35,late_1mo,52,5000,3902.39,0
PAY-001739,C-1844,2023-06,4411.73,0.0,late_3mo,90,1000,8636.4,1
PAY-001740,C-2071,2023-01,1584.97,1116.14,on_time,0,10000,4196.41,1
PAY-001741,C-2163,2023-07,4893.38,1536.28,late_2mo,74,1000,1199.85,0
PAY-001742,C-4833,2023-08,503.05,39.06,on_time,78,5000,6588.67,1
PAY-001743,C-3578,2023-06,4194.12,2151.58,late_1mo,58,5000,3872.4,0
PAY-001744,C-1095,2023-02,4043.17,3252.53,late_1mo,31,10000,6107.75,0
PAY-001745,C-3407,2023-03,1021.79,0.0,on_time,90,1000,2124.05,1
PAY-001746,C-1637,2023-04,4880.95,3910.13,late_2mo,0,10000,3231.1,0
PAY-001747,C-4036,2023-11,2542.18,2389.95,late_3mo,29,10000,3214.22,0
PAY-001748,C-4757,2023-10,4504.71,2988.69,late_3mo,30,10000,6661.73,0
PAY-001749,C-2919,2023-06,4790.11,1237.7,on_time,90,5000,6971.61,1
PAY-001750,C-3454,2023-01,365.39,203.95,on_time,14,10000,2182.41,0
PAY-001751,C-2934,2023-09,1874.11,197.56,late_3mo,90,5000,8335.72,1
PAY-001752,C-0559,2023-02,2816.49,0.0,on_time,84,1000,4772.99,1
PAY-001753,C-2498,2023-02,3142.73,1710.51,late_1mo,67,10000,6597.4,0
PAY-001754,C-3808,2023-08,715.98,0.0,late_3mo,81,1000,7250.97,1
PAY-001755,C-0355,2023-02,4366.99,4666.02,on_time,7,10000,2175.96,0
PAY-001756,C-0730,2023-05,3662.09,0.0,late_3mo,86,1000,2141.11,1
PAY-001757,C-0683,2023-09,3523.71,0.0,late_1mo,89,1000,7380.59,1
PAY-001758,C-4477,2023-07,4943.14,0.0,late_3mo,90,1000,4570.2,1
PAY-001759,C-3212,2023-06,1356.96,311.84,late_1mo,73,5000,7764.55,0
PAY-001760,C-0012,2023-06,2344.34,1649.31,late_3mo,0,10000,4231.84,0
PAY-001761,C-3884,2023-05,2766.62,528.42,late_3mo,67,10000,7061.34,1
PAY-001762,C-1229,2023-10,4709.86,0.0,late_2mo,90,1000,5206.98,1
PAY-001763,C-1387,2023-07,4536.65,3658.86,late_1mo,39,10000,4991.6,0
PAY-001764,C-4338,2023-08,1281.49,1050.06,late_3mo,3,10000,1028.86,0
PAY-001765,C-1859,2023-03,4176.38,5011.66,late_3mo,10,10000,300.94,0
PAY-001766,C-3437,2023-04,156.59,0.0,late_2mo,90,1000,3145.35,1
PAY-001767,C-2579,2023-08,3214.89,0.0,late_1mo,89,1000,3720.17,1
PAY-001768,C-2283,2023-11,2037.77,1016.56,on_time,90,1000,1415.32,1
PAY-001769,C-3180,2023-03,2120.0,0.0,late_1mo,90,1000,9489.06,1
PAY-001770,C-3581,2023-03,723.5,655.31,late_2mo,17,10000,3634.76,0
PAY-001771,C-4968,2023-10,4613.91,0.0,late_1mo,90,1000,5554.13,1
PAY-001772,C-0596,2023-05,1759.44,1287.41,on_time,44,5000,3417.39,0
PAY-001773,C-4911,2023-04,359.96,178.15,late_1mo,28,10000,8401.68,0
PAY-001774,C-1075,2023-01,652.69,163.83,late_1mo,72,10000,9625.36,0
PAY-001775,C-0800,2023-03,1796.1,0.0,late_1mo,90,1000,6790.3,1
PAY-001776,C-4080,2023-07,3000.8,146.76,on_time,87,5000,7099.64,1
PAY-001777,C-0471,2023-01,4763.73,0.0,on_time,80,1000,5516.74,1
PAY-001778,C-3836,2023-07,885.09,697.0,late_2mo,0,5000,136.06,0
PAY-001779,C-3518,2023-08,1931.87,974.85,late_1mo,43,5000,3972.96,1
PAY-001780,C-3358,2023-08,1276.19,1159.09,late_1mo,12,10000,2629.34,0
PAY-001781,C-1867,2023-05,2515.96,843.66,late_3mo,16,10000,8411.88,0
PAY-001782,C-0940,2023-12,1442.59,1167.97,late_1mo,19,5000,1027.29,0
PAY-001783,C-1607,2023-08,4085.76,3837.32,late_2mo,23,5000,2060.44,0
PAY-001784,C-2611,2023-06,4272.94,2810.95,on_time,8,10000,664.59,0
PAY-001785,C-4054,2023-02,465.9,313.84,late_3mo,53,10000,6303.56,0
PAY-001786,C-0353,2023-02,3600.34,0.0,late_3mo,88,5000,9312.45,1
PAY-001787,C-3385,2023-01,817.13,722.41,late_1mo,18,1000,414.36,0
PAY-001788,C-0631,2023-05,1091.0,690.11,on_time,25,1000,543.34,0
PAY-001789,C-2758,2023-09,4310.6,3826.68,late_3mo,9,10000,938.35,0
PAY-001790,C-4985,2023-10,2600.14,1427.06,late_3mo,52,5000,2862.01,0
PAY-001791,C-1331,2023-07,765.24,0.0,late_3mo,88,1000,3367.86,1
PAY-001792,C-3365,2023-01,938.67,630.03,late_2mo,9,10000,3134.82,0
