transaction_id,customer_id,timestamp,amount,merchant_category,location_lat,location_lon,device_id,is_online,velocity_1h,velocity_24h,distance_from_home,is_fraud
TXN-00001787,C-4080,2026-08-03T05:18:52.946905,45.21,retail,-40.7669,-110.6039,DEV-08373,True,1,8,32.57,0
TXN-00001788,C-2768,2026-05-22T16:18:52.946905,312.04,digital,-4.2546,-42.1946,DEV-09673,False,2,8,83.39,0
TXN-00001789,C-3763,2026-08-22T10:18:52.946905,56.27,food,-32.224,149.3954,DEV-00920,True,2,13,78.51,0
TXN-00001790,C-0130,2026-08-14T13:18:52.946905,19.82,digital,1.3615,146.7911,DEV-03603,False,1,9,109.73,0
TXN-00001791,C-4761,2026-08-12T04:18:52.946905,62.11,travel,85.4409,104.4765,DEV-01458,False,3,4,112.21,0
TXN-00001792,C-1516,2026-07-25T01:18:52.946905,50.26,food,58.2114,-102.1923,DEV-05761,True,4,2,116.91,0
TXN-00001793,C-4147,2026-06-29T21:18:52.946905,16.58,travel,26.8086,-134.3812,DEV-09714,True,4,9,59.99,0
TXN-00001794,C-2182,2026-06-13T09:18:52.946905,4.0,travel,32.0613,-64.0597,DEV-04274,False,4,4,1.95,0
TXN-00001795,C-1246,2026-05-18T11:18:52.946905,255.89,travel,18.0876,39.6457,DEV-00723,False,1,2,92.85,0
TXN-00001796,C-2192,2026-08-21T00:18:52.946905,187.61,retail,41.6836,-150.9708,DEV-01345,True,2,4,128.02,0
TXN-00001797,C-1555,2026-07-24T20:18:52.946905,47.52,retail,72.1383,-22.3508,DEV-02865,False,4,5,23.84,0
TXN-00001798,C-0390,2026-06-03T19:18:52.946905,11.32,retail,-30.9848,45.8679,DEV-08809,False,3,9,100.59,0
TXN-00001799,C-1338,2026-06-15T01:18:52.946905,19.12,travel,-30.6872,-83.289,DEV-04746,False,2,14,37.27,0
TXN-00001800,C-4095,2026-05-15T13:18:52.946905,212.71,food,-49.7961,167.6549,DEV-03739,True,3,13,132.78,1
TXN-00001801,C-3513,2026-06-20T16:18:52.946905,204.25,retail,-85.0438,-83.0573,DEV-08887,False,3,10,200.0,1
TXN-00001802,C-0638,2026-08-10T23:18:52.946905,148.46,food,57.2579,-51.9467,DEV-06118,True,3,5,114.27,0
TXN-00001803,C-3413,2026-06-07T20:18:52.946905,20.0,digital,25.7991,-168.3983,DEV-08802,True,4,13,23.81,0
TXN-00001804,C-4041,2026-07-28T17:18:52.946905,71.46,food,36.4933,-133.5676,DEV-04984,True,4,10,26.33,0
TXN-00001805,C-1338,2026-06-26T11:18:52.946905,19.64,utilities,-73.1164,-101.4644,DEV-09737,False,1,11,28.92,0
TXN-00001806,C-0040,2026-08-01T08:18:52.946905,218.59,utilities,13.4305,-75.4148,DEV-09908,True,1,14,73.55,0
TXN-00001807,C-1890,2026-06-20T03:18:52.946905,54.5,utilities,-67.1317,165.8398,DEV-06274,False,2,9,40.77,0
TXN-00001808,C-1112,2026-07-07T02:18:52.946905,27.08,utilities,-14.3067,-100.8473,DEV-06783,False,2,6,24.47,0
TXN-00001809,C-3794,2026-07-08T02:18:52.946905,422.76,retail,-75.8221,-9.1823,DEV-08583,False,1,8,20.89,0
TXN-00001810,C-3021,2026-07-29T04:18:52.946905,9.47,digital,-25.6311,114.5251,DEV-01989,True,3,11,61.69,0
TXN-00001811,C-3392,2026-07-29T21:18:52.946905,207.94,digital,-23.1335,-46.5641,DEV-00906,True,1,3,77.9,0
TXN-00001812,C-0789,2026-07-21T21:18:52.946905,290.61,travel,77.086,7.0095,DEV-01363,True,3,9,60.42,0
TXN-00001813,C-2261,2026-08-02T09:18:52.946905,59.16,utilities,73.2359,168.1235,DEV-09313,False,3,11,33.92,0
TXN-00001814,C-0725,2026-08-08T02:18:52.946905,94.77,utilities,-22.8437,-16.8118,DEV-01019,True,1,14,92.26,0
TXN-00001815,C-2451,2026-07-18T03:18:52.946905,37.85,utilities,22.7934,-42.1953,DEV-00941,True,2,8,8.28,0
TXN-00001816,C-3870,2026-08-15T08:18:52.946905,2.72,retail,-64.5873,-131.9251,DEV-09621,True,3,12,6.09,0
TXN-00001817,C-1079,2026-06-20T17:18:52.946905,120.2,utilities,42.8645,53.7265,DEV-03223,True,1,2,58.04,0
TXN-00001818,C-3859,2026-06-28T16:18:52.946905,148.16,digital,82.6664,-88.7069,DEV-09207,False,2,4,19.25,0
TXN-00001819,C-0984,2026-06-17T05:18:52.946905,90.98,digital,-28.336,157.2336,DEV-02462,True,2,1,92.3,0
TXN-00001820,C-3871,2026-06-18T00:18:52.946905,210.27,retail,12.5988,-160.0062,DEV-09607,False,3,7,30.21,0
TXN-00001821,C-3172,2026-08-09T19:18:52.946905,131.01,utilities,3.4219,-36.044,DEV-00598,False,3,4,33.65,0
TXN-00001822,C-1919,2026-08-14T16:18:52.946905,407.05,digital,16.6069,45.3944,DEV-08780,True,2,5,29.66,1
TXN-00001823,C-1704,2026-08-16T17:18:52.946905,327.95,utilities,-66.461,123.2008,DEV-08999,False,4,6,31.99,0
TXN-00001824,C-3460,2026-06-17T01:18:52.946905,12.73,travel,-56.4814,15.0405,DEV-07261,True,2,11,121.96,0
TXN-00001825,C-3453,2026-06-06T09:18:52.946905,107.33,retail,-61.556,-121.1213,DEV-05457,False,4,2,58.57,0
TXN-00001826,C-4832,2026-07-17T12:18:52.946905,7.61,travel,-64.3674,-85.3867,DEV-05109,False,3,4,33.96,0
TXN-00001827,C-4449,2026-06-01T16:18:52.946905,10.75,utilities,82.0566,112.5119,DEV-05078,False,1,9,6.97,0
TXN-00001828,C-4649,2026-08-04T09:18:52.946905,168.02,food,14.7467,-82.5662,DEV-09474,False,3,9,45.75,0
TXN-00001829,C-4113,2026-08-16T08:18:52.946905,285.68,retail,39.4457,-63.7018,DEV-02485,True,3,13,56.89,0
TXN-00001830,C-2829,2026-08-22T15:18:52.946905,53.1,retail,-84.7755,23.9418,DEV-06345,True,4,3,49.35,0
TXN-00001831,C-1716,2026-05-22T01:18:52.946905,57.79,retail,4.0941,-16.5551,DEV-06048,True,3,12,55.23,0
TXN-00001832,C-3189,2026-05-25T10:18:52.946905,156.35,utilities,66.638,-179.3557,DEV-04740,False,4,9,8.83,0
TXN-00001833,C-0185,2026-07-21T09:18:52.946905,13.91,food,-4.7875,-144.7152,DEV-04000,False,2,11,31.19,0
TXN-00001834,C-4650,2026-05-28T21:18:52.946905,16.69,utilities,8.0301,-143.4094,DEV-04993,False,1,12,15.38,0
TXN-00001835,C-3152,2026-07-10T21:18:52.946905,104.85,travel,55.477,-110.4814,DEV-07524,False,1,8,18.4,0
TXN-00001836,C-4361,2026-06-20T13:18:52.946905,1.86,food,64.7436,84.1194,DEV-06387,False,1,7,16.21,0
TXN-00001837,C-4121,2026-07-19T21:18:52.946905,37.72,digital,-2.1179,98.2175,DEV-01624,True,3,14,67.98,0
TXN-00001838,C-1230,2026-08-15T19:18:52.946905,4.64,retail,-55.2921,-62.3265,DEV-09850,False,1,14,132.17,0
TXN-00001839,C-1203,2026-06-08T22:18:52.946905,23.23,retail,18.3119,44.0679,DEV-07829,True,1,8,12.87,0
TXN-00001840,C-2437,2026-05-24T03:18:52.946905,306.63,food,8.6919,9.0024,DEV-00474,False,4,8,14.05,0
TXN-00001841,C-2399,2026-08-21T02:18:52.946905,12.37,utilities,-49.3189,11.186,DEV-07153,False,1,10,74.98,0
TXN-00001842,C-4043,2026-05-17T22:18:52.946905,6.08,digital,17.8306,20.5878,DEV-03014,True,3,6,155.95,0
TXN-00001843,C-1774,2026-07-01T22:18:52.946905,125.53,travel,61.3452,-97.2008,DEV-04172,False,3,14,36.68,0
TXN-00001844,C-1649,2026-07-17T09:18:52.946905,145.86,travel,-37.9381,-22.784,DEV-07386,True,1,13,84.72,0
TXN-00001845,C-1442,2026-06-15T21:18:52.946905,55.26,food,-68.2131,-173.4246,DEV-06824,False,2,11,19.38,0
TXN-00001846,C-0367,2026-08-09T23:18:52.946905,21.62,retail,-63.3552,168.0913,DEV-06021,False,2,8,136.43,0
TXN-00001847,C-1027,2026-07-19T20:18:52.946905,37.08,travel,-11.9689,-175.3921,DEV-00798,False,4,4,25.79,0
TXN-00001848,C-3837,2026-07-20T21:18:52.946905,159.02,digital,-48.4875,-155.5259,DEV-09932,False,3,11,41.8,1
TXN-00001849,C-3879,2026-06-19T17:18:52.946905,0.51,digital,32.7813,-27.5164,DEV-04144,True,3,12,7.53,0
TXN-00001850,C-0296,2026-05-19T06:18:52.946905,9.03,travel,84.7477,124.5676,DEV-00679,True,4,9,31.78,0
TXN-00001851,C-4207,2026-05-15T17:18:52.946905,356.47,food,40.0408,141.7062,DEV-02338,True,1,7,7.97,0
TXN-00001852,C-4266,2026-07-17T13:18:52.946905,214.0,food,-85.8227,12.8865,DEV-03711,True,3,13,1.3,0
TXN-00001853,C-0787,2026-08-07T14:18:52.946905,384.04,travel,85.9014,50.1163,DEV-03723,True,1,5,18.66,0
TXN-00001854,C-4743,2026-05-24T06:18:52.946905,44.07,travel,-75.7234,75.3683,DEV-00866,True,1,10,31.22,0
TXN-00001855,C-3076,2026-06-02T07:18:52.946905,362.11,travel,-44.3668,-33.9704,DEV-07044,True,1,12,1.78,0
TXN-00001856,C-4225,2026-06-17T03:18:52.946905,231.86,retail,-52.6585,-1.5811,DEV-00684,True,4,14,29.37,0
TXN-00001857,C-3386,2026-06-02T03:18:52.946905,4.54,digital,-47.7166,12.1234,DEV-04176,False,2,7,2.42,0
TXN-00001858,C-2249,2026-08-04T20:18:52.946905,30.65,digital,-50.8394,176.4915,DEV-04044,True,4,1,85.53,0
TXN-00001859,C-2337,2026-08-11T04:18:52.946905,132.05,food,21.7432,95.8875,DEV-01365,False,4,8,39.97,0
TXN-00001860,C-3418,2026-07-10T10:18:52.946905,0.38,retail,49.8613,-150.2484,DEV-04990,False,3,8,95.02,0
TXN-00001861,C-1091,2026-05-16T10:18:52.946905,278.57,utilities,-3.3478,-77.1203,DEV-08786,True,2,7,2.94,0
TXN-00001862,C-4775,2026-06-30T03:18:52.946905,77.97,food,13.0912,-90.1508,DEV-08137,True,3,12,49.79,0
TXN-00001863,C-3843,2026-06-06T00:18:52.946905,75.05,travel,-60.5154,-130.213,DEV-03637,False,1,9,117.4,0
TXN-00001864,C-3214,2026-08-22T12:18:52.946905,298.35,digital,77.8874,167.3611,DEV-09602,False,3,12,122.36,0
TXN-00001865,C-1231,2026-06-11T17:18:52.946905,204.48,food,13.6294,90.3101,DEV-01129,False,3,5,170.68,1
TXN-00001866,C-2212,2026-07-02T08:18:52.946905,38.47,digital,-79.2844,176.2014,DEV-06007,False,3,10,3.43,0
TXN-00001867,C-3944,2026-06-09T02:18:52.946905,127.35,retail,-77.0881,-124.2602,DEV-03548,False,4,1,4.11,0
TXN-00001868,C-3175,2026-07-19T04:18:52.946905,42.0,digital,-59.309,178.8103,DEV-01802,False,4,11,41.25,0
TXN-00001869,C-0816,2026-07-04T15:18:52.946905,293.93,digital,-36.8193,-49.3813,DEV-05976,True,1,1,12.69,0
TXN-00001870,C-1004,2026-06-16T06:18:52.946905,137.71,retail,14.2699,150.0831,DEV-08827,False,2,2,44.47,0
TXN-00001871,C-2388,2026-05-29T01:18:52.946905,79.74,utilities,-46.4901,148.2542,DEV-06399,True,3,9,3.46,0
TXN-00001872,C-4544,2026-06-06T03:18:52.946905,127.18,retail,23.5563,-58.2376,DEV-06759,False,2,14,4.09,0
TXN-00001873,C-1215,2026-07-09T12:18:52.946905,2.2,retail,-61.71,-6.8078,DEV-02090,False,4,7,37.77,0
TXN-00001874,C-4457,2026-06-02T06:18:52.946905,340.11,travel,37.886,131.3527,DEV-03092,False,2,10,20.32,0
TXN-00001875,C-2420,2026-05-20T00:18:52.946905,4.1,retail,-76.9744,-2.29,DEV-00848,False,1,3,11.99,0
TXN-00001876,C-1973,2026-07-02T21:18:52.946905,94.1,digital,3.5662,126.608,DEV-02383,False,3,12,21.35,0
TXN-00001877,C-2446,2026-08-12T13:18:52.946905,32.13,food,88.4971,47.7012,DEV-07843,False,3,12,27.04,0
TXN-00001878,C-2583,2026-07-16T16:18:52.946905,138.45,utilities,27.4354,-62.8801,DEV-09670,False,2,14,41.82,0
TXN-00001879,C-2165,2026-08-13T03:18:52.946905,11.87,food,-4.9915,-60.854,DEV-00409,True,1,13,109.47,0
TXN-00001880,C-0655,2026-05-30T11:18:52.946905,170.76,utilities,68.2606,-114.6253,DEV-02900,False,4,11,31.59,0
TXN-00001881,C-1726,2026-06-05T20:18:52.946905,154.01,travel,22.5241,121.1323,DEV-03169,False,4,6,49.85,0
TXN-00001882,C-0872,2026-07-12T06:18:52.946905,43.32,utilities,-65.8734,87.6877,DEV-09122,True,3,6,30.34,0
TXN-00001883,C-1812,2026-05-31T15:18:52.946905,142.85,digital,-7.6162,-166.116,DEV-07406,False,2,12,9.23,0
TXN-00001884,C-3351,2026-06-01T14:18:52.946905,116.05,utilities,-56.3886,9.13,DEV-06945,True,1,4,29.06,0
TXN-00001885,C-4678,2026-06-27T21:18:52.946905,9.59,travel,-83.6355,32.1902,DEV-05135,False,1,7,40.36,0
TXN-00001886,C-0166,2026-06-26T02:18:52.946905,199.94,retail,-86.7196,51.03,DEV-03435,False,2,3,8.76,0
TXN-00001887,C-1277,2026-07-18T06:18:52.946905,64.89,travel,-46.769,46.0921,DEV-02526,False,2,6,103.51,0
TXN-00001888,C-3902,2026-05-28T00:18:52.946905,337.55,travel,67.8414,14.0433,DEV-01252,False,2,8,26.95,0
TXN-00001889,C-3323,2026-08-07T00:18:52.946905,230.0,utilities,54.1756,-105.103,DEV-01548,False,3,10,1.16,0
TXN-00001890,C-2107,2026-07-24T08:18:52.946905,24.29,retail,12.4101,73.1104,DEV-01105,True,3,13,188.69,0
TXN-00001891,C-1927,2026-07-11T22:18:52.946905,153.82,retail,31.6946,-93.1906,DEV-03097,True,3,6,69.21,0
TXN-00001892,C-4281,2026-07-03T18:18:52.946905,166.36,retail,38.7883,168.2613,DEV-07947,True,2,8,24.16,0
TXN-00001893,C-4407,2026-06-14T07:18:52.946905,105.68,utilities,-33.037,-157.3629,DEV-06120,True,3,11,62.12,0
TXN-00001894,C-4978,2026-06-03T02:18:52.946905,130.29,travel,87.4339,12.1796,DEV-05751,True,2,13,4.88,0
TXN-00001895,C-4842,2026-07-16T11:18:52.946905,31.28,travel,77.3218,-170.8104,DEV-03348,False,3,11,18.62,0
TXN-00001896,C-3852,2026-08-07T07:18:52.946905,391.25,food,-0.4574,80.1482,DEV-07381,True,4,9,14.59,1
TXN-00001897,C-2465,2026-08-16T02:18:52.946905,71.03,utilities,67.8629,-96.9484,DEV-08297,False,4,6,44.2,0
TXN-00001898,C-0176,2026-05-27T06:18:52.946905,238.45,retail,41.9827,-59.2987,DEV-03752,False,1,11,63.54,0
TXN-00001899,C-2235,2026-07-29T21:18:52.946905,171.41,utilities,56.9107,131.8463,DEV-05011,False,3,6,79.83,0
TXN-00001900,C-1613,2026-06-26T10:18:52.946905,91.38,digital,22.3279,-9.9061,DEV-03133,False,1,2,22.88,0
TXN-00001901,C-4887,2026-08-13T11:18:52.946905,140.55,food,26.6856,-21.2789,DEV-03413,True,1,5,47.2,1
TXN-00001902,C-3396,2026-05-22T11:18:52.946905,110.45,utilities,17.5299,168.8806,DEV-09799,True,3,10,10.14,0
TXN-00001903,C-3682,2026-07-04T11:18:52.946905,22.2,food,85.6375,126.7963,DEV-07268,True,1,14,42.89,0
TXN-00001904,C-0194,2026-06-17T20:18:52.946905,89.58,food,61.2427,-110.6542,DEV-01189,False,2,1,47.29,0
TXN-00001905,C-3156,2026-06-13T05:18:52.946905,93.38,utilities,83.4717,-81.5575,DEV-00315,False,3,13,86.62,0
TXN-00001906,C-0404,2026-07-26T02:18:52.946905,136.53,utilities,-83.2818,-119.0869,DEV-05747,True,2,2,17.59,0
TXN-00001907,C-2124,2026-08-01T15:18:52.946905,133.7,food,70.1925,39.0363,DEV-05205,False,4,2,48.24,0
TXN-00001908,C-2158,2026-08-17T05:18:52.946905,4.27,food,-79.5465,-68.0226,DEV-01048,False,3,12,0.15,0
TXN-00001909,C-4984,2026-08-18T18:18:52.946905,0.72,digital,-15.2908,136.2834,DEV-03099,True,1,7,22.15,0
TXN-00001910,C-4599,2026-08-03T01:18:52.946905,134.38,travel,48.8239,34.7632,DEV-00415,True,2,5,13.76,0
TXN-00001911,C-0785,2026-06-09T16:18:52.946905,54.67,travel,86.1665,176.2223,DEV-01589,False,3,14,53.74,0
TXN-00001912,C-4025,2026-08-11T22:18:52.946905,97.01,food,77.7417,33.694,DEV-02958,False,4,14,114.45,1
TXN-00001913,C-3274,2026-06-14T02:18:52.946905,68.35,food,53.2739,-116.8042,DEV-03547,True,2,6,34.43,0
TXN-00001914,C-1576,2026-05-15T00:18:52.946905,40.83,utilities,-27.3746,148.7628,DEV-08154,True,4,4,58.52,0
TXN-00001915,C-1398,2026-05-27T20:18:52.946905,41.31,travel,-46.7301,149.0163,DEV-09139,True,2,9,27.11,0
TXN-00001916,C-0367,2026-07-17T21:18:52.946905,149.37,utilities,-8.0821,108.3036,DEV-07868,False,2,1,93.42,0
TXN-00001917,C-4917,2026-07-22T00:18:52.946905,5.2,retail,-43.0926,65.4007,DEV-03398,False,2,3,24.27,0
TXN-00001918,C-1178,2026-05-20T23:18:52.946905,130.23,food,81.4571,154.5102,DEV-06264,True,1,14,20.72,0
TXN-00001919,C-1233,2026-07-15T02:18:52.946905,190.42,food,-52.6646,100.1617,DEV-00339,False,4,9,68.61,0
TXN-00001920,C-2639,2026-05-22T07:18:52.946905,28.85,digital,-42.5374,138.0819,DEV-00759,True,3,3,14.19,0
TXN-00001921,C-4154,2026-06-02T16:18:52.946905,44.96,digital,-51.4684,71.2935,DEV-02797,True,4,2,158.52,0
TXN-00001922,C-0140,2026-07-05T02:18:52.946905,18.63,food,-64.4695,20.3622,DEV-09927,False,4,9,6.11,0
TXN-00001923,C-0066,2026-05-16T02:18:52.946905,80.48,food,70.4778,121.6599,DEV-09202,True,1,9,29.22,0
TXN-00001924,C-1508,2026-07-10T14:18:52.946905,59.94,food,87.3831,-161.624,DEV-04667,False,2,2,84.51,0
TXN-00001925,C-4352,2026-08-18T07:18:52.946905,70.85,digital,-11.1968,-136.9198,DEV-07679,False,1,14,42.71,0
TXN-00001926,C-4893,2026-08-01T12:18:52.946905,75.67,travel,-66.8823,-32.9549,DEV-01185,False,3,3,52.32,0
TXN-00001927,C-1688,2026-07-03T01:18:52.946905,174.82,food,-23.6143,-121.3927,DEV-01723,True,4,9,24.19,0
TXN-00001928,C-1241,2026-06-10T07:18:52.946905,21.74,utilities,69.2317,-165.0593,DEV-07946,True,3,3,12.21,0
TXN-00001929,C-3755,2026-07-26T05:18:52.946905,78.76,retail,-57.7153,-68.9126,DEV-04286,False,3,11,13.73,0
TXN-00001930,C-2990,2026-08-18T14:18:52.946905,7.52,utilities,45.9648,151.3958,DEV-00603,False,4,9,1.73,0
TXN-00001931,C-0994,2026-07-07T00:18:52.946905,162.6,food,-30.9231,115.8282,DEV-09602,False,4,9,2.56,0
TXN-00001932,C-4379,2026-06-19T22:18:52.946905,349.17,digital,-22.9544,116.1128,DEV-05587,False,2,2,1.28,0
TXN-00001933,C-1216,2026-06-26T14:18:52.946905,182.18,food,24.3004,-146.1252,DEV-03094,False,1,6,98.21,0
TXN-00001934,C-3236,2026-06-27T21:18:52.946905,37.01,retail,50.942,-92.2753,DEV-09396,True,2,8,6.22,0
TXN-00001935,C-3812,2026-05-30T20:18:52.946905,19.32,retail,73.1376,-68.4082,DEV-03613,True,4,10,6.29,0
TXN-00001936,C-2604,2026-07-25T21:18:52.946905,97.69,travel,-75.6353,170.0232,DEV-06435,False,3,12,25.24,0
TXN-00001937,C-0178,2026-05-28T04:18:52.946905,65.06,travel,-25.9302,105.9724,DEV-03930,False,3,5,63.83,0
TXN-00001938,C-0840,2026-07-30T18:18:52.946905,51.15,utilities,50.5258,30.3806,DEV-02279,True,3,2,108.94,0
TXN-00001939,C-3594,2026-05-21T18:18:52.946905,15.67,utilities,9.4029,-73.6591,DEV-06745,True,4,7,74.44,0
TXN-00001940,C-4062,2026-07-20T11:18:52.946905,65.23,food,83.3677,35.294,DEV-09811,True,3,14,3.63,0
TXN-00001941,C-3164,2026-07-10T11:18:52.946905,30.51,travel,8.8784,-93.9992,DEV-00565,False,1,9,14.39,0
TXN-00001942,C-0293,2026-05-27T08:18:52.946905,89.73,travel,17.4704,83.1585,DEV-04951,False,1,5,85.03,0
TXN-00001943,C-1813,2026-06-04T21:18:52.946905,75.68,digital,-67.4338,156.4919,DEV-09707,False,3,5,11.33,0
TXN-00001944,C-3643,2026-07-28T07:18:52.946905,1.46,retail,27.6702,165.3548,DEV-02694,False,2,3,58.4,0
TXN-00001945,C-4912,2026-06-14T21:18:52.946905,53.71,utilities,-48.3083,14.8663,DEV-09490,True,2,13,36.42,0
TXN-00001946,C-4858,2026-06-17T05:18:52.946905,502.15,utilities,-51.9989,-127.0782,DEV-00078,True,3,12,146.18,1
TXN-00001947,C-2408,2026-05-22T23:18:52.946905,39.24,utilities,78.086,164.7458,DEV-08344,False,3,7,31.94,0
TXN-00001948,C-0770,2026-07-05T18:18:52.946905,5.11,utilities,28.0268,52.157,DEV-02158,True,2,1,55.59,0
TXN-00001949,C-0037,2026-07-30T16:18:52.946905,0.38,food,68.906,72.4258,DEV-07978,False,4,9,56.23,1
TXN-00001950,C-1129,2026-06-13T01:18:52.946905,55.79,retail,16.7671,-2.0228,DEV-03919,True,3,6,8.98,0
TXN-00001951,C-2032,2026-08-05T07:18:52.946905,83.55,food,6.231,-64.6732,DEV-03205,False,1,10,72.23,0
TXN-00001952,C-4290,2026-07-21T10:18:52.946905,199.29,digital,1.667,149.2136,DEV-09369,False,1,5,7.19,0
TXN-00001953,C-1076,2026-07-04T16:18:52.946905,118.84,travel,48.7686,155.1249,DEV-05642,True,1,13,16.0,0
TXN-00001954,C-4483,2026-06-17T10:18:52.946905,68.82,food,-40.9686,-130.7831,DEV-04177,True,2,7,105.65,0
TXN-00001955,C-4573,2026-07-05T14:18:52.946905,214.39,utilities,-41.8173,-111.2397,DEV-08699,False,4,2,157.31,1
TXN-00001956,C-3278,2026-06-18T04:18:52.946905,219.18,travel,-72.4994,143.8192,DEV-02501,False,1,14,54.64,0
TXN-00001957,C-0443,2026-06-11T11:18:52.946905,12.2,travel,33.2342,-179.4341,DEV-03694,True,3,3,7.76,0
TXN-00001958,C-2469,2026-07-02T19:18:52.946905,3.24,retail,46.3468,-162.3156,DEV-07539,False,2,1,32.17,0
TXN-00001959,C-3190,2026-07-06T06:18:52.946905,38.09,retail,-84.9225,56.5205,DEV-09558,False,4,4,12.53,0
TXN-00001960,C-4236,2026-07-29T23:18:52.946905,22.85,travel,13.8919,-115.8836,DEV-02793,True,4,11,77.83,0
TXN-00001961,C-4668,2026-08-20T01:18:52.946905,91.64,food,65.7401,-179.8644,DEV-09121,False,4,2,7.59,0
TXN-00001962,C-2578,2026-06-06T23:18:52.946905,60.19,travel,21.2153,71.8649,DEV-09613,False,2,7,23.83,0
TXN-00001963,C-2957,2026-06-02T07:18:52.946905,131.46,food,-46.4719,150.6883,DEV-06959,False,2,14,45.46,0
TXN-00001964,C-0456,2026-06-26T01:18:52.946905,0.92,retail,68.6261,107.266,DEV-08452,False,3,14,4.24,0
TXN-00001965,C-0002,2026-07-04T22:18:52.946905,41.17,food,40.4826,115.4152,DEV-05033,True,1,5,112.35,0
TXN-00001966,C-1397,2026-07-21T22:18:52.946905,35.06,utilities,67.5276,27.7532,DEV-09026,False,4,2,37.3,0
TXN-00001967,C-2032,2026-05-31T19:18:52.946905,75.8,travel,-75.2533,83.2234,DEV-04133,False,4,14,97.7,0
TXN-00001968,C-2125,2026-06-29T13:18:52.946905,9.34,food,43.4397,71.6488,DEV-06557,True,3,12,2.32,0
TXN-00001969,C-1055,2026-08-16T08:18:52.946905,21.71,digital,7.271,72.6615,DEV-02529,True,2,12,16.0,0
TXN-00001970,C-1219,2026-07-09T04:18:52.946905,172.56,digital,78.5617,-132.7722,DEV-08730,True,1,8,36.38,0
TXN-00001971,C-3708,2026-08-02T14:18:52.946905,12.39,food,-44.0723,-31.0707,DEV-02755,True,1,6,79.67,0
TXN-00001972,C-1208,2026-07-04T09:18:52.946905,29.16,digital,10.6576,-91.7062,DEV-01016,False,2,1,5.22,0
TXN-00001973,C-4347,2026-07-25T23:18:52.946905,150.04,food,-33.2523,147.9513,DEV-03119,True,4,4,9.82,0
TXN-00001974,C-1908,2026-05-20T20:18:52.946905,89.09,travel,-11.8804,-163.1117,DEV-05219,False,4,4,38.74,0
TXN-00001975,C-3952,2026-05-26T17:18:52.946905,274.01,digital,61.0256,43.8984,DEV-01839,True,1,9,28.26,0
TXN-00001976,C-3404,2026-06-03T06:18:52.946905,29.55,food,83.114,-69.4498,DEV-06399,True,4,14,21.42,0
TXN-00001977,C-2389,2026-07-12T11:18:52.946905,10.28,travel,6.6125,60.6553,DEV-08809,True,1,1,17.72,0
TXN-00001978,C-1498,2026-08-21T04:18:52.946905,59.36,travel,-60.9829,-159.4456,DEV-00096,False,1,12,16.52,0
TXN-00001979,C-4933,2026-08-07T05:18:52.946905,18.49,digital,20.8369,24.5857,DEV-00020,False,1,4,41.06,0
TXN-00001980,C-2485,2026-06-06T02:18:52.946905,100.07,digital,-66.9635,7.0663,DEV-04541,False,2,14,145.32,1
TXN-00001981,C-0930,2026-08-07T18:18:52.946905,82.4,travel,-83.4991,22.5513,DEV-05389,True,4,3,11.73,0
TXN-00001982,C-3415,2026-06-18T23:18:52.946905,71.48,retail,72.2244,16.9732,DEV-09979,False,1,5,46.47,0
TXN-00001983,C-1728,2026-06-03T02:18:52.946905,280.84,food,9.0325,-107.0027,DEV-09924,True,2,2,71.16,0
TXN-00001984,C-1701,2026-05-24T11:18:52.946905,72.47,utilities,-76.943,155.8499,DEV-06074,True,3,12,36.35,0
TXN-00001985,C-1310,2026-06-29T01:18:52.946905,13.39,utilities,57.8146,36.4335,DEV-01494,True,2,7,24.47,0
TXN-00001986,C-0958,2026-07-02T01:18:52.946905,7.45,digital,61.2279,101.169,DEV-07533,True,1,11,96.53,0
TXN-00001987,C-0566,2026-05-22T11:18:52.946905,31.51,retail,-70.1607,-34.3523,DEV-09561,False,2,14,37.98,0
TXN-00001988,C-4266,2026-06-18T09:18:52.946905,139.49,travel,37.1427,-103.8081,DEV-09642,False,3,3,38.77,0
TXN-00001989,C-4340,2026-05-25T13:18:52.946905,106.72,retail,2.7536,100.2464,DEV-02194,False,4,3,2.68,0
TXN-00001990,C-4818,2026-07-03T06:18:52.946905,53.24,food,-25.4954,168.9576,DEV-08216,False,2,9,103.8,0
TXN-00001991,C-0904,2026-06-16T14:18:52.946905,73.0,retail,35.4456,179.128,DEV-01025,True,4,2,94.8,0
TXN-00001992,C-3558,2026-07-12T18:18:52.946905,4.01,digital,-51.9513,-121.6435,DEV-03949,True,3,4,15.57,0
TXN-00001993,C-0546,2026-05-20T05:18:52.946905,0.61,food,-35.4374,-138.7627,DEV-05205,True,3,6,149.33,0
TXN-00001994,C-3274,2026-06-04T21:18:52.946905,33.82,food,53.2113,33.1637,DEV-03672,False,3,11,75.5,0
TXN-00001995,C-2121,2026-05-15T07:18:52.946905,32.02,utilities,77.943,135.1822,DEV-07977,False,4,10,32.89,0
TXN-00001996,C-1811,2026-05-18T21:18:52.946905,141.4,digital,30.4861,-74.1265,DEV-04596,True,4,12,45.09,0
TXN-00001997,C-4954,2026-08-03T01:18:52.946905,11.35,digital,23.5412,1.1239,DEV-03499,False,2,8,24.28,0
TXN-00001998,C-4466,2026-05-17T07:18:52.946905,71.67,digital,-46.8251,17.1053,DEV-03172,False,4,14,0.66,0
