customer_id,name,segment,tenure_months,monthly_charges,total_charges,credit_limit,credit_utilization,education,marital_status,age,phone_service,internet_service,contract_type,payment_method,churn_flag,default_flag
C-0606,Customer 606,enterprise,9,139.76,4632.85,50000,0.29,High School,Single,62,No,Fiber optic,Two year,Mailed check,0,0
C-0607,Customer 607,sme,21,110.78,2207.92,50000,0.84,Bachelors,Single,43,Yes,Fiber optic,One year,Credit card,0,1
C-0608,Customer 608,retail,65,135.91,5813.05,50000,0.52,Masters,Single,21,Yes,DSL,One year,Credit card,0,0
C-0609,Customer 609,enterprise,51,29.64,7322.85,1000,0.83,High School,Single,72,Yes,Fiber optic,One year,Electronic check,0,1
C-0610,Customer 610,enterprise,68,93.98,6450.86,50000,0.75,High School,Married,40,Yes,No,One year,Bank transfer,0,1
C-0611,Customer 611,retail,35,34.85,717.25,50000,0.61,High School,Single,28,Yes,No,One year,Electronic check,0,1
C-0612,Customer 612,enterprise,62,116.33,4573.6,50000,0.87,PhD,Married,48,Yes,Fiber optic,Two year,Electronic check,0,1
C-0613,Customer 613,retail,9,43.81,533.29,5000,0.76,PhD,Married,22,No,DSL,Two year,Bank transfer,0,1
C-0614,Customer 614,sme,22,71.5,1306.28,10000,0.15,PhD,Single,67,Yes,No,Month-to-month,Mailed check,0,0
C-0615,Customer 615,retail,31,88.63,2904.84,50000,0.34,Bachelors,Married,33,No,No,Month-to-month,Bank transfer,0,0
C-0616,Customer 616,retail,41,141.44,3055.04,5000,0.76,High School,Married,33,Yes,Fiber optic,Two year,Mailed check,1,1
C-0617,Customer 617,retail,46,44.13,7923.08,1000,0.61,PhD,Single,51,No,Fiber optic,Month-to-month,Electronic check,0,1
C-0618,Customer 618,enterprise,53,82.53,5867.33,10000,0.75,Masters,Single,76,Yes,DSL,Two year,Bank transfer,0,0
C-0619,Customer 619,enterprise,48,135.67,4385.29,50000,0.77,Masters,Single,68,No,No,Two year,Credit card,1,1
C-0620,Customer 620,sme,38,50.59,6384.93,5000,0.85,PhD,Single,37,Yes,DSL,Two year,Bank transfer,0,1
C-0621,Customer 621,enterprise,8,23.85,2838.7,1000,0.16,Bachelors,Married,41,No,DSL,Month-to-month,Mailed check,0,1
C-0622,Customer 622,retail,49,29.93,4524.64,5000,0.44,Masters,Married,60,No,No,Two year,Electronic check,0,0
C-0623,Customer 623,retail,58,22.89,3313.72,1000,0.33,High School,Married,50,Yes,Fiber optic,Month-to-month,Credit card,0,1
C-0624,Customer 624,retail,58,89.52,2959.15,50000,0.43,PhD,Married,51,Yes,No,Two year,Credit card,0,0
C-0625,Customer 625,retail,5,34.28,2588.52,50000,0.83,High School,Single,23,Yes,Fiber optic,Two year,Mailed check,0,1
C-0626,Customer 626,retail,55,147.42,6348.68,5000,0.8,Bachelors,Married,43,No,No,Month-to-month,Credit card,0,1
C-0627,Customer 627,retail,65,53.06,5153.71,10000,0.57,Masters,Single,27,No,Fiber optic,Two year,Mailed check,0,0
C-0628,Customer 628,enterprise,23,21.21,4249.91,50000,0.19,Bachelors,Single,43,Yes,No,Two year,Bank transfer,0,1
C-0629,Customer 629,sme,29,35.88,3809.99,5000,0.14,Masters,Single,67,Yes,No,Two year,Credit card,0,1
C-0630,Customer 630,enterprise,18,145.36,5062.59,10000,0.84,PhD,Married,38,Yes,Fiber optic,Month-to-month,Bank transfer,1,1
C-0631,Customer 631,retail,44,112.56,5651.88,50000,0.1,Masters,Married,47,No,DSL,Two year,Bank transfer,0,0
C-0632,Customer 632,sme,71,98.01,6608.45,10000,0.49,Masters,Single,79,No,Fiber optic,Two year,Mailed check,0,0
C-0633,Customer 633,retail,24,147.46,7587.89,10000,0.16,High School,Married,70,No,Fiber optic,Two year,Electronic check,0,0
C-0634,Customer 634,enterprise,43,21.9,758.59,10000,0.8,PhD,Single,23,Yes,DSL,One year,Credit card,0,1
C-0635,Customer 635,enterprise,35,57.28,2037.09,50000,0.18,Bachelors,Married,31,Yes,Fiber optic,One year,Electronic check,0,0
C-0636,Customer 636,sme,1,24.64,2580.09,10000,0.19,Masters,Married,36,Yes,No,Month-to-month,Credit card,0,0
C-0637,Customer 637,enterprise,2,84.16,2454.56,50000,0.65,High School,Single,36,No,No,Month-to-month,Credit card,1,0
C-0638,Customer 638,sme,61,66.54,7881.16,50000,0.52,Masters,Single,23,Yes,DSL,Two year,Electronic check,0,1
C-0639,Customer 639,enterprise,11,144.03,737.35,50000,0.82,PhD,Married,65,No,No,One year,Credit card,1,0
C-0640,Customer 640,sme,18,99.11,3352.55,10000,0.65,Bachelors,Single,35,No,No,Two year,Electronic check,0,0
C-0641,Customer 641,enterprise,36,102.6,6265.61,50000,0.87,PhD,Married,18,No,DSL,Two year,Electronic check,0,0
C-0642,Customer 642,sme,17,128.84,1453.59,10000,0.69,Bachelors,Single,71,Yes,Fiber optic,Month-to-month,Electronic check,1,1
C-0643,Customer 643,retail,11,59.02,6458.85,1000,0.82,PhD,Married,67,No,DSL,One year,Bank transfer,0,1
C-0644,Customer 644,retail,52,114.02,2442.59,5000,0.5,PhD,Single,32,No,Fiber optic,Two year,Credit card,0,1
C-0645,Customer 645,enterprise,24,143.69,940.77,1000,0.75,Bachelors,Married,63,Yes,DSL,Month-to-month,Mailed check,0,1
C-0646,Customer 646,retail,64,40.43,7696.56,10000,0.79,PhD,Single,40,Yes,No,One year,Electronic check,0,0
C-0647,Customer 647,retail,40,59.33,5095.75,10000,0.29,Masters,Single,34,No,DSL,Two year,Bank transfer,0,0
C-0648,Customer 648,retail,44,99.1,155.74,5000,0.64,PhD,Married,45,No,DSL,Month-to-month,Mailed check,0,1
C-0649,Customer 649,sme,56,88.71,6393.6,1000,0.73,High School,Single,51,Yes,DSL,Two year,Mailed check,0,1
C-0650,Customer 650,retail,19,82.66,3141.29,5000,0.55,High School,Single,30,No,DSL,Month-to-month,Bank transfer,0,1
C-0651,Customer 651,sme,45,20.99,6116.31,5000,0.8,Masters,Married,33,Yes,DSL,One year,Mailed check,0,1
C-0652,Customer 652,enterprise,7,76.28,7586.06,10000,0.14,High School,Married,59,Yes,No,Two year,Electronic check,0,0
C-0653,Customer 653,enterprise,30,58.83,7992.41,5000,0.84,Masters,Single,39,Yes,Fiber optic,Month-to-month,Mailed check,0,1
C-0654,Customer 654,retail,36,70.59,2971.34,1000,0.69,High School,Single,34,No,No,Month-to-month,Mailed check,1,1
C-0655,Customer 655,enterprise,13,90.93,720.84,10000,0.33,Masters,Single,40,Yes,DSL,Month-to-month,Credit card,0,0
C-0656,Customer 656,enterprise,22,95.38,6654.3,10000,0.23,Masters,Single,65,Yes,No,Month-to-month,Mailed check,1,0
C-0657,Customer 657,enterprise,25,51.23,761.29,1000,0.22,Bachelors,Single,45,No,DSL,One year,Credit card,0,1
C-0658,Customer 658,retail,20,23.65,1005.02,1000,0.13,PhD,Single,26,No,DSL,Month-to-month,Electronic check,0,1
C-0659,Customer 659,sme,19,142.77,2312.45,1000,0.17,High School,Married,33,Yes,No,Month-to-month,Bank transfer,0,1
C-0660,Customer 660,enterprise,69,90.42,418.21,5000,0.54,PhD,Married,60,Yes,No,Month-to-month,Mailed check,1,0
C-0661,Customer 661,sme,38,29.61,7689.15,10000,0.38,PhD,Married,47,No,Fiber optic,Two year,Electronic check,0,0
C-0662,Customer 662,retail,23,24.7,3303.73,5000,0.71,Masters,Single,42,Yes,Fiber optic,Two year,Credit card,0,1
C-0663,Customer 663,sme,41,103.06,5133.46,5000,0.45,Bachelors,Single,79,No,Fiber optic,Two year,Electronic check,0,1
C-0664,Customer 664,sme,61,31.94,3986.52,1000,0.85,High School,Married,33,Yes,DSL,Two year,Credit card,1,1
C-0665,Customer 665,retail,66,118.42,384.59,5000,0.25,Bachelors,Single,18,Yes,DSL,Two year,Mailed check,1,1
C-0666,Customer 666,enterprise,10,46.21,3021.69,5000,0.4,PhD,Single,33,No,Fiber optic,Month-to-month,Credit card,0,1
C-0667,Customer 667,sme,47,98.7,3434.51,1000,0.81,Bachelors,Married,75,No,DSL,One year,Credit card,0,1
C-0668,Customer 668,retail,10,87.74,470.48,1000,0.74,High School,Married,67,Yes,No,Month-to-month,Bank transfer,1,1
C-0669,Customer 669,enterprise,20,117.0,1132.31,1000,0.13,PhD,Married,36,No,Fiber optic,Month-to-month,Electronic check,1,1
C-0670,Customer 670,enterprise,16,100.57,7826.92,1000,0.83,Masters,Married,19,Yes,DSL,One year,Credit card,0,1
C-0671,Customer 671,sme,36,81.98,276.41,1000,0.49,Bachelors,Married,67,No,Fiber optic,Month-to-month,Credit card,1,1
C-0672,Customer 672,sme,1,62.49,6185.69,5000,0.51,PhD,Single,77,No,DSL,Month-to-month,Bank transfer,0,1
C-0673,Customer 673,sme,63,144.61,1146.06,1000,0.34,High School,Single,28,No,Fiber optic,Month-to-month,Credit card,0,1
C-0674,Customer 674,sme,3,46.12,6516.36,1000,0.27,High School,Married,27,No,Fiber optic,One year,Bank transfer,0,1
C-0675,Customer 675,retail,17,81.43,6015.56,10000,0.54,Bachelors,Single,38,Yes,Fiber optic,Two year,Credit card,0,0
C-0676,Customer 676,sme,70,97.85,3443.71,1000,0.22,Bachelors,Married,59,Yes,No,Month-to-month,Bank transfer,1,1
C-0677,Customer 677,sme,12,135.7,4659.76,5000,0.46,PhD,Single,56,No,Fiber optic,One year,Bank transfer,0,1
C-0678,Customer 678,retail,51,148.45,3103.58,5000,0.27,Bachelors,Married,52,No,Fiber optic,Month-to-month,Mailed check,0,1
C-0679,Customer 679,sme,9,104.9,6595.53,5000,0.14,PhD,Married,62,No,Fiber optic,Month-to-month,Mailed check,1,1
C-0680,Customer 680,enterprise,13,139.07,2927.25,5000,0.3,Bachelors,Single,68,Yes,Fiber optic,One year,Electronic check,0,1
C-0681,Customer 681,retail,45,66.77,5996.54,1000,0.29,PhD,Married,26,Yes,Fiber optic,Month-to-month,Electronic check,1,1
C-0682,Customer 682,sme,66,132.71,5686.22,1000,0.86,High School,Married,66,Yes,DSL,Two year,Mailed check,0,1
C-0683,Customer 683,enterprise,36,88.83,1920.87,1000,0.88,Masters,Single,25,No,No,Month-to-month,Credit card,1,1
C-0684,Customer 684,retail,22,34.49,858.09,10000,0.73,PhD,Married,20,No,Fiber optic,One year,Mailed check,0,1
C-0685,Customer 685,sme,69,26.72,4918.82,10000,0.12,PhD,Married,29,Yes,DSL,Month-to-month,Electronic check,1,0
C-0686,Customer 686,sme,3,56.84,546.66,1000,0.43,PhD,Married,34,Yes,No,One year,Electronic check,1,1
C-0687,Customer 687,retail,66,56.32,3261.5,50000,0.8,Masters,Single,78,No,DSL,One year,Bank transfer,0,0
C-0688,Customer 688,enterprise,51,101.5,7619.73,10000,0.56,PhD,Single,70,No,Fiber optic,Two year,Mailed check,0,1
C-0689,Customer 689,sme,36,77.69,4263.07,5000,0.2,Masters,Single,27,Yes,Fiber optic,Month-to-month,Bank transfer,1,1
C-0690,Customer 690,retail,61,36.09,3920.67,10000,0.74,PhD,Single,41,Yes,No,One year,Bank transfer,1,1
C-0691,Customer 691,retail,54,80.11,699.88,50000,0.83,Bachelors,Married,32,No,Fiber optic,Month-to-month,Bank transfer,1,1
C-0692,Customer 692,enterprise,16,38.17,4053.29,50000,0.68,PhD,Married,41,No,Fiber optic,Month-to-month,Bank transfer,0,0
C-0693,Customer 693,retail,14,106.85,1064.55,1000,0.51,PhD,Single,79,No,DSL,One year,Bank transfer,0,1
C-0694,Customer 694,enterprise,47,141.39,540.66,5000,0.64,Bachelors,Married,62,No,DSL,One year,Credit card,0,1
C-0695,Customer 695,enterprise,37,54.62,4964.37,50000,0.33,Bachelors,Single,33,Yes,Fiber optic,One year,Bank transfer,1,0
C-0696,Customer 696,retail,4,64.15,1532.91,50000,0.54,High School,Married,75,Yes,DSL,One year,Electronic check,0,0
C-0697,Customer 697,enterprise,40,127.72,2037.71,5000,0.47,Masters,Married,47,No,Fiber optic,Two year,Bank transfer,0,1
C-0698,Customer 698,enterprise,70,141.31,1683.76,1000,0.59,Bachelors,Married,22,No,Fiber optic,Month-to-month,Credit card,0,1
C-0699,Customer 699,retail,5,79.78,3710.42,50000,0.71,Masters,Single,37,Yes,DSL,One year,Bank transfer,0,0
C-0700,Customer 700,enterprise,1,106.09,7512.25,50000,0.21,Masters,Single,41,No,DSL,Month-to-month,Bank transfer,1,0
C-0701,Customer 701,retail,24,117.68,5944.77,50000,0.52,High School,Single,72,No,No,Month-to-month,Credit card,0,0
C-0702,Customer 702,sme,15,141.33,2348.48,50000,0.78,PhD,Single,27,Yes,No,One year,Mailed check,1,1
C-0703,Customer 703,enterprise,44,31.02,1686.67,10000,0.38,Bachelors,Single,39,Yes,DSL,One year,Credit card,0,0
C-0704,Customer 704,enterprise,10,47.28,5632.15,10000,0.89,PhD,Single,56,Yes,Fiber optic,One year,Credit card,0,1
C-0705,Customer 705,sme,62,134.88,3447.55,1000,0.54,High School,Married,77,Yes,DSL,One year,Mailed check,0,1
C-0706,Customer 706,sme,52,102.05,390.03,5000,0.22,Bachelors,Single,24,Yes,DSL,One year,Mailed check,0,1
C-0707,Customer 707,enterprise,31,64.43,772.74,50000,0.78,Masters,Single,18,No,DSL,Month-to-month,Credit card,0,0
C-0708,Customer 708,retail,19,60.0,6095.67,1000,0.69,PhD,Married,18,No,Fiber optic,One year,Mailed check,0,1
C-0709,Customer 709,retail,62,20.19,3764.97,5000,0.34,PhD,Married,66,No,Fiber optic,Two year,Mailed check,1,0
C-0710,Customer 710,enterprise,8,102.66,4604.7,1000,0.1,PhD,Married,48,No,Fiber optic,One year,Electronic check,0,1
C-0711,Customer 711,retail,39,93.49,821.07,1000,0.35,Bachelors,Married,24,No,No,Two year,Mailed check,1,1
C-0712,Customer 712,enterprise,10,25.25,4065.02,1000,0.65,Masters,Single,36,Yes,DSL,Two year,Credit card,0,1
C-0713,Customer 713,retail,52,26.25,1219.61,10000,0.14,Masters,Married,60,Yes,Fiber optic,Month-to-month,Electronic check,0,0
C-0714,Customer 714,sme,48,47.4,4834.32,50000,0.84,Bachelors,Single,37,Yes,DSL,Two year,Mailed check,0,1
C-0715,Customer 715,retail,69,144.31,916.97,50000,0.73,Bachelors,Single,43,Yes,DSL,Month-to-month,Mailed check,1,1
C-0716,Customer 716,enterprise,23,36.97,6078.77,50000,0.22,Masters,Married,54,No,Fiber optic,One year,Credit card,0,0
C-0717,Customer 717,enterprise,54,69.06,5412.39,5000,0.17,Masters,Single,58,No,DSL,Month-to-month,Bank transfer,1,1
C-0718,Customer 718,retail,70,58.87,2560.28,10000,0.27,High School,Married,20,Yes,Fiber optic,One year,Credit card,0,0
C-0719,Customer 719,retail,25,32.98,4369.89,5000,0.84,Masters,Married,78,Yes,No,Month-to-month,Electronic check,0,1
C-0720,Customer 720,enterprise,57,126.72,3173.0,5000,0.59,PhD,Married,36,Yes,DSL,Two year,Credit card,0,1
C-0721,Customer 721,enterprise,40,79.12,2044.81,1000,0.52,Masters,Married,35,No,DSL,One year,Bank transfer,0,1
C-0722,Customer 722,sme,69,122.8,2252.61,1000,0.21,Masters,Married,79,Yes,Fiber optic,Two year,Electronic check,0,1
C-0723,Customer 723,sme,29,96.01,6698.34,50000,0.86,Masters,Single,38,Yes,DSL,One year,Credit card,0,1
C-0724,Customer 724,sme,15,23.13,7859.57,50000,0.67,Bachelors,Single,20,Yes,Fiber optic,One year,Mailed check,0,0
C-0725,Customer 725,enterprise,23,52.88,6844.45,1000,0.41,Bachelors,Single,22,No,DSL,One year,Credit card,0,1
C-0726,Customer 726,sme,66,130.19,6181.35,50000,0.12,Bachelors,Single,75,Yes,No,One year,Credit card,0,0
C-0727,Customer 727,sme,39,115.69,4452.41,1000,0.28,PhD,Married,42,Yes,DSL,Two year,Credit card,0,1
C-0728,Customer 728,enterprise,39,69.74,2026.5,5000,0.69,PhD,Single,63,No,Fiber optic,Month-to-month,Electronic check,0,1
C-0729,Customer 729,retail,70,113.11,326.87,1000,0.89,High School,Single,47,No,DSL,Two year,Bank transfer,0,1
C-0730,Customer 730,retail,15,94.3,577.97,5000,0.85,Bachelors,Single,20,No,No,Two year,Bank transfer,1,1
C-0731,Customer 731,sme,69,54.37,6568.76,10000,0.59,High School,Single,69,No,Fiber optic,Month-to-month,Electronic check,1,0
C-0732,Customer 732,retail,60,52.77,6545.14,10000,0.53,Masters,Married,59,Yes,Fiber optic,Two year,Credit card,0,0
C-0733,Customer 733,retail,55,91.58,7831.93,10000,0.62,Bachelors,Married,37,No,Fiber optic,Two year,Electronic check,1,1
C-0734,Customer 734,enterprise,55,61.24,6705.43,10000,0.71,PhD,Single,37,No,DSL,Month-to-month,Mailed check,0,1
C-0735,Customer 735,enterprise,68,115.08,6422.11,1000,0.44,PhD,Married,36,No,Fiber optic,One year,Mailed check,0,1
C-0736,Customer 736,retail,28,85.37,5804.93,50000,0.83,Masters,Married,23,Yes,Fiber optic,Two year,Credit card,0,0
C-0737,Customer 737,retail,12,55.93,6343.4,1000,0.27,Masters,Single,52,Yes,Fiber optic,One year,Mailed check,0,1
C-0738,Customer 738,sme,71,148.23,4312.63,5000,0.39,Masters,Married,25,Yes,DSL,One year,Bank transfer,0,1
C-0739,Customer 739,retail,27,70.32,2199.6,1000,0.46,Bachelors,Married,70,Yes,DSL,Two year,Mailed check,0,1
C-0740,Customer 740,retail,15,120.93,4262.96,1000,0.43,Bachelors,Married,63,No,DSL,Month-to-month,Electronic check,1,1
C-0741,Customer 741,sme,60,67.35,5782.87,1000,0.55,Masters,Married,68,Yes,No,Two year,Credit card,0,1
C-0742,Customer 742,sme,54,130.14,3338.54,50000,0.59,High School,Single,74,Yes,Fiber optic,Two year,Mailed check,0,1
C-0743,Customer 743,sme,69,65.22,1074.85,5000,0.7,Bachelors,Married,72,No,Fiber optic,One year,Bank transfer,0,1
C-0744,Customer 744,enterprise,19,99.45,3789.39,10000,0.8,High School,Married,38,No,Fiber optic,Month-to-month,Electronic check,1,1
C-0745,Customer 745,sme,67,77.72,5853.77,1000,0.2,PhD,Single,54,No,No,Month-to-month,Credit card,0,1
C-0746,Customer 746,enterprise,9,52.18,2409.71,5000,0.18,High School,Married,54,Yes,No,Two year,Electronic check,0,1
C-0747,Customer 747,sme,62,143.94,6985.64,1000,0.73,Masters,Married,62,Yes,DSL,Month-to-month,Credit card,1,1
C-0748,Customer 748,enterprise,1,27.02,1356.35,1000,0.63,PhD,Single,21,No,No,One year,Electronic check,0,1
C-0749,Customer 749,enterprise,17,134.56,5979.24,10000,0.53,Masters,Single,20,Yes,No,One year,Credit card,1,0
C-0750,Customer 750,retail,39,98.75,807.29,5000,0.7,PhD,Married,31,Yes,No,Month-to-month,Electronic check,0,1
C-0751,Customer 751,enterprise,29,36.29,7843.54,5000,0.69,PhD,Married,52,Yes,DSL,One year,Mailed check,1,1
C-0752,Customer 752,sme,65,91.66,5477.55,5000,0.22,PhD,Married,32,No,Fiber optic,Month-to-month,Bank transfer,0,1
C-0753,Customer 753,retail,61,58.8,7070.16,5000,0.5,Bachelors,Single,45,Yes,Fiber optic,Two year,Bank transfer,0,1
C-0754,Customer 754,enterprise,21,101.25,2327.07,1000,0.65,PhD,Single,59,Yes,Fiber optic,Two year,Mailed check,0,1
C-0755,Customer 755,sme,69,36.53,7944.26,5000,0.45,PhD,Single,18,No,DSL,Month-to-month,Bank transfer,1,1
C-0756,Customer 756,enterprise,56,35.88,1908.58,10000,0.71,PhD,Single,76,Yes,Fiber optic,Two year,Credit card,0,0
C-0757,Customer 757,enterprise,35,77.27,4226.15,1000,0.41,PhD,Married,79,Yes,Fiber optic,Two year,Mailed check,1,1
C-0758,Customer 758,sme,13,46.44,7477.17,1000,0.14,PhD,Married,21,Yes,DSL,One year,Credit card,0,1
C-0759,Customer 759,sme,9,88.93,7934.01,1000,0.56,PhD,Single,52,Yes,DSL,Month-to-month,Bank transfer,1,1
C-0760,Customer 760,sme,29,133.82,2653.36,10000,0.77,High School,Married,66,No,DSL,One year,Bank transfer,0,1
C-0761,Customer 761,enterprise,36,101.84,1324.04,5000,0.26,PhD,Married,57,Yes,Fiber optic,Month-to-month,Electronic check,0,1
C-0762,Customer 762,sme,16,26.59,6014.48,5000,0.58,High School,Married,77,Yes,No,Month-to-month,Bank transfer,1,0
C-0763,Customer 763,retail,42,72.17,7080.39,10000,0.89,Bachelors,Married,76,Yes,No,Two year,Bank transfer,0,1
C-0764,Customer 764,retail,35,133.96,7594.32,10000,0.21,Masters,Single,22,No,No,One year,Credit card,0,0
C-0765,Customer 765,retail,14,77.42,5261.36,50000,0.9,PhD,Single,21,Yes,DSL,Two year,Mailed check,0,1
C-0766,Customer 766,enterprise,26,89.26,3964.34,10000,0.23,Masters,Single,29,No,DSL,Month-to-month,Mailed check,1,0
C-0767,Customer 767,enterprise,44,35.61,2696.64,50000,0.83,PhD,Married,79,No,Fiber optic,Two year,Mailed check,0,0
C-0768,Customer 768,sme,33,132.55,7856.08,1000,0.15,Masters,Single,79,No,No,Two year,Mailed check,0,1
C-0769,Customer 769,sme,29,116.38,1379.92,5000,0.68,Masters,Married,75,No,DSL,Month-to-month,Electronic check,0,1
C-0770,Customer 770,enterprise,66,144.36,6866.51,50000,0.63,High School,Single,50,Yes,DSL,Month-to-month,Electronic check,0,0
C-0771,Customer 771,sme,66,136.9,1605.44,1000,0.68,PhD,Single,37,No,DSL,One year,Mailed check,0,1
C-0772,Customer 772,enterprise,44,97.04,2457.38,1000,0.74,Masters,Married,37,Yes,Fiber optic,Two year,Bank transfer,0,1
C-0773,Customer 773,enterprise,40,84.86,2557.04,5000,0.21,Masters,Single,19,Yes,Fiber optic,Month-to-month,Credit card,0,1
C-0774,Customer 774,retail,10,109.26,3201.06,5000,0.7,PhD,Single,18,Yes,DSL,Month-to-month,Credit card,0,1
C-0775,Customer 775,sme,20,149.65,3637.1,50000,0.32,Masters,Married,35,Yes,DSL,Month-to-month,Credit card,0,0
C-0776,Customer 776,sme,50,129.45,1387.24,10000,0.62,Bachelors,Single,70,Yes,No,Two year,Bank transfer,0,1
C-0777,Customer 777,sme,54,55.11,3115.23,5000,0.78,Masters,Married,47,Yes,No,Month-to-month,Credit card,0,0
C-0778,Customer 778,enterprise,54,83.47,2304.97,10000,0.29,High School,Single,45,No,DSL,Month-to-month,Electronic check,0,0
C-0779,Customer 779,enterprise,62,85.15,212.21,1000,0.33,Masters,Married,20,Yes,Fiber optic,One year,Bank transfer,0,1
C-0780,Customer 780,enterprise,48,111.83,2232.83,1000,0.53,Bachelors,Married,72,No,No,Month-to-month,Credit card,1,1
C-0781,Customer 781,enterprise,30,87.6,5663.03,5000,0.77,High School,Married,63,No,Fiber optic,Month-to-month,Bank transfer,0,1
C-0782,Customer 782,enterprise,71,136.5,2472.37,10000,0.9,Bachelors,Married,66,No,Fiber optic,One year,Electronic check,0,1
C-0783,Customer 783,retail,11,56.12,5038.38,10000,0.63,High School,Married,45,Yes,DSL,Two year,Bank transfer,0,1
C-0784,Customer 784,sme,40,50.51,4601.49,10000,0.47,Bachelors,Married,30,No,Fiber optic,Month-to-month,Mailed check,0,0
C-0785,Customer 785,retail,18,90.96,3070.62,10000,0.67,Masters,Single,48,Yes,Fiber optic,Month-to-month,Mailed check,0,0
C-0786,Customer 786,enterprise,23,100.53,2454.26,5000,0.41,High School,Single,71,Yes,DSL,One year,Bank transfer,0,1
C-0787,Customer 787,retail,16,37.89,3032.81,5000,0.82,PhD,Married,32,Yes,No,Two year,Bank transfer,0,1
C-0788,Customer 788,retail,22,61.15,6477.87,10000,0.62,Masters,Single,42,Yes,Fiber optic,Two year,Bank transfer,0,0
C-0789,Customer 789,enterprise,60,90.53,7192.53,10000,0.17,High School,Single,46,No,Fiber optic,Month-to-month,Mailed check,0,1
C-0790,Customer 790,sme,9,147.92,7002.42,5000,0.39,Masters,Single,42,No,DSL,Month-to-month,Bank transfer,0,1
C-0791,Customer 791,enterprise,41,62.95,3510.01,5000,0.9,Masters,Single,62,No,DSL,Two year,Credit card,0,1
C-0792,Customer 792,enterprise,16,47.5,2479.54,1000,0.6,Masters,Single,21,Yes,Fiber optic,One year,Mailed check,0,1
C-0793,Customer 793,retail,13,99.8,5099.43,1000,0.69,Bachelors,Married,61,No,No,One year,Bank transfer,1,1
C-0794,Customer 794,enterprise,17,32.24,6778.42,10000,0.87,High School,Single,57,Yes,Fiber optic,Month-to-month,Electronic check,0,1
C-0795,Customer 795,sme,48,35.75,3277.79,1000,0.77,Bachelors,Single,79,No,DSL,Two year,Mailed check,1,1
C-0796,Customer 796,retail,53,133.18,332.39,1000,0.39,High School,Married,70,No,Fiber optic,Two year,Mailed check,0,1
C-0797,Customer 797,retail,63,81.27,4491.7,50000,0.52,PhD,Single,28,No,DSL,Two year,Mailed check,0,1
C-0798,Customer 798,retail,51,130.11,3117.58,5000,0.12,Bachelors,Married,46,No,DSL,Two year,Bank transfer,0,1
C-0799,Customer 799,sme,54,56.21,7846.58,5000,0.83,Masters,Married,23,Yes,No,Month-to-month,Electronic check,0,1
C-0800,Customer 800,retail,52,118.44,2127.38,50000,0.84,PhD,Married,18,No,No,Two year,Bank transfer,0,0
C-0801,Customer 801,sme,11,137.89,6084.38,10000,0.26,Bachelors,Single,63,No,No,Month-to-month,Electronic check,1,1
C-0802,Customer 802,sme,21,82.99,5939.58,10000,0.64,High School,Single,38,Yes,Fiber optic,One year,Mailed check,0,0
C-0803,Customer 803,enterprise,70,111.73,415.65,5000,0.84,High School,Single,77,No,DSL,Month-to-month,Electronic check,1,1
C-0804,Customer 804,enterprise,1,121.09,6895.19,10000,0.41,Masters,Married,58,Yes,Fiber optic,Month-to-month,Mailed check,1,1
C-0805,Customer 805,enterprise,48,44.1,3979.3,1000,0.23,Masters,Single,21,No,No,Two year,Mailed check,0,1
C-0806,Customer 806,retail,27,109.63,3503.45,5000,0.8,Bachelors,Single,59,No,DSL,Two year,Electronic check,0,1
C-0807,Customer 807,retail,45,138.44,1344.8,5000,0.81,PhD,Single,72,No,No,Two year,Electronic check,0,1
C-0808,Customer 808,sme,8,53.64,1309.32,50000,0.73,High School,Married,56,No,No,One year,Bank transfer,0,1
C-0809,Customer 809,retail,21,59.54,2351.98,50000,0.8,High School,Single,78,Yes,DSL,One year,Credit card,0,1
C-0810,Customer 810,sme,49,21.68,3312.75,5000,0.23,High School,Married,71,Yes,DSL,Two year,Mailed check,0,1
C-0811,Customer 811,enterprise,42,139.85,4103.51,1000,0.48,PhD,Single,45,Yes,No,One year,Electronic check,0,1
C-0812,Customer 812,retail,37,142.69,4928.39,50000,0.29,High School,Married,60,No,Fiber optic,Month-to-month,Mailed check,0,0
C-0813,Customer 813,retail,25,32.32,6414.64,10000,0.17,PhD,Married,79,Yes,Fiber optic,Two year,Bank transfer,0,0
C-0814,Customer 814,retail,69,93.73,1918.81,10000,0.39,PhD,Married,46,No,Fiber optic,Month-to-month,Mailed check,1,0
C-0815,Customer 815,enterprise,2,107.97,5989.71,50000,0.56,High School,Single,57,No,No,Two year,Bank transfer,0,1
C-0816,Customer 816,retail,56,123.88,4553.94,5000,0.21,Bachelors,Married,58,No,Fiber optic,Month-to-month,Electronic check,0,1
C-0817,Customer 817,retail,52,101.16,1053.42,10000,0.79,Bachelors,Single,30,No,No,Two year,Electronic check,0,1
C-0818,Customer 818,enterprise,47,34.98,2671.09,5000,0.71,Bachelors,Married,51,Yes,No,One year,Credit card,0,1
C-0819,Customer 819,retail,58,64.07,2412.91,5000,0.38,Masters,Married,53,Yes,DSL,Two year,Electronic check,0,0
C-0820,Customer 820,enterprise,30,94.36,594.39,5000,0.72,Masters,Single,60,No,DSL,Two year,Electronic check,1,1
C-0821,Customer 821,retail,7,114.79,5195.45,10000,0.73,High School,Single,61,Yes,No,Month-to-month,Mailed check,1,1
