event_id,timestamp,source_ip,dest_ip,protocol,service,duration,src_bytes,dst_bytes,attack_category,is_attack,severity
CYB-0016157,2026-06-16T15:18:53.555119,192.168.139.217,10.0.170.158,icmp,ssh,4.843,8571,1956,Normal,0,Low
CYB-0016158,2026-07-08T08:18:53.555119,192.168.140.229,10.0.42.129,icmp,ssh,2.554,5084,8668,Normal,0,Low
CYB-0016159,2026-06-23T08:18:53.555119,192.168.9.60,10.0.126.247,udp,ssh,9.86,9035,6239,Normal,0,Low
CYB-0016160,2026-05-29T18:18:53.555119,192.168.204.76,10.0.66.26,tcp,http,5.967,7011,3692,Normal,0,Low
CYB-0016161,2026-06-17T04:18:53.555119,192.168.191.178,10.0.64.76,icmp,ftp,6.867,3430,9612,Normal,0,Low
CYB-0016162,2026-06-24T01:18:53.555119,192.168.89.24,10.0.156.80,tcp,http,1.075,3282,6859,Normal,0,Low
CYB-0016163,2026-07-09T20:18:53.555119,192.168.210.182,10.0.204.122,tcp,ftp,9.974,1370,2312,Normal,0,Low
CYB-0016164,2026-08-18T11:18:53.555119,192.168.85.66,10.0.99.69,icmp,ssh,0.436,8774,699,Normal,0,Low
CYB-0016165,2026-07-01T20:18:53.555119,192.168.76.197,10.0.121.117,icmp,dns,1.449,7742,934,Normal,0,Low
CYB-0016166,2026-08-22T18:18:53.555119,192.168.136.244,10.0.1.50,tcp,http,5.374,6774,2822,Normal,0,Low
CYB-0016167,2026-06-16T01:18:53.555119,192.168.159.52,10.0.137.63,icmp,ssh,0.281,3925,8079,Normal,0,Low
CYB-0016168,2026-06-15T06:18:53.555119,192.168.36.87,10.0.27.65,udp,ssh,5.277,1816,6377,DoS,1,High
CYB-0016169,2026-07-22T00:18:53.555119,192.168.113.190,10.0.165.36,icmp,http,8.587,9909,6865,Normal,0,Low
CYB-0016170,2026-06-04T22:18:53.555119,192.168.20.100,10.0.10.73,udp,dns,7.677,9333,3993,Normal,0,Low
CYB-0016171,2026-08-06T20:18:53.555119,192.168.248.106,10.0.107.69,icmp,dns,8.109,4671,9312,Normal,0,Low
CYB-0016172,2026-05-25T00:18:53.555119,192.168.206.117,10.0.122.70,udp,dns,4.656,5616,8830,Normal,0,Low
CYB-0016173,2026-06-27T15:18:53.555119,192.168.149.132,10.0.187.160,udp,ssh,5.35,8401,6205,Normal,0,Low
CYB-0016174,2026-05-23T13:18:53.555119,192.168.52.249,10.0.76.24,tcp,dns,0.085,9175,8638,Normal,0,Low
CYB-0016175,2026-06-08T16:18:53.555119,192.168.36.241,10.0.108.51,udp,ssh,2.204,9375,8472,Normal,0,Low
CYB-0016176,2026-08-12T19:18:53.555119,192.168.195.208,10.0.152.243,icmp,ftp,2.454,3500,2876,Normal,0,Low
CYB-0016177,2026-07-24T04:18:53.555119,192.168.214.107,10.0.0.4,udp,http,7.887,8453,7678,Normal,0,Low
CYB-0016178,2026-07-16T08:18:53.555119,192.168.101.65,10.0.76.196,udp,dns,4.181,3133,5031,Normal,0,Low
CYB-0016179,2026-06-07T16:18:53.555119,192.168.197.45,10.0.105.28,icmp,dns,2.203,3392,6821,Normal,0,Low
CYB-0016180,2026-08-14T12:18:53.555119,192.168.70.219,10.0.161.148,icmp,dns,7.39,3226,7657,Normal,0,Low
CYB-0016181,2026-05-15T07:18:53.555119,192.168.92.179,10.0.126.109,tcp,dns,7.681,3739,5724,Normal,0,Low
CYB-0016182,2026-08-15T07:18:53.555119,192.168.227.175,10.0.169.242,tcp,ssh,2.995,5077,176,Normal,0,Low
CYB-0016183,2026-06-08T09:18:53.555119,192.168.208.218,10.0.184.240,udp,http,0.722,3806,3107,Normal,0,Low
CYB-0016184,2026-07-29T06:18:53.555119,192.168.50.143,10.0.137.108,tcp,ftp,5.008,9778,1438,Generic,1,High
CYB-0016185,2026-07-20T21:18:53.555119,192.168.147.6,10.0.65.119,udp,http,7.849,8041,7831,Normal,0,Low
CYB-0016186,2026-07-19T08:18:53.555119,192.168.101.118,10.0.188.208,udp,http,4.01,2586,6715,Normal,0,Low
CYB-0016187,2026-07-26T01:18:53.555119,192.168.12.142,10.0.238.6,tcp,ssh,0.423,7674,8712,Normal,0,Low
CYB-0016188,2026-06-15T10:18:53.555119,192.168.195.188,10.0.28.53,icmp,http,2.325,7903,1823,Normal,0,Low
CYB-0016189,2026-05-18T16:18:53.555119,192.168.57.129,10.0.172.228,tcp,dns,9.267,3070,3222,DoS,1,High
CYB-0016190,2026-06-14T18:18:53.555119,192.168.77.190,10.0.159.38,udp,dns,6.457,3321,9518,Normal,0,Low
CYB-0016191,2026-07-10T19:18:53.555119,192.168.33.67,10.0.181.102,tcp,http,2.739,1035,4401,Normal,0,Low
CYB-0016192,2026-06-22T21:18:53.555119,192.168.77.116,10.0.139.174,tcp,ftp,8.256,6676,1129,Exploits,1,High
CYB-0016193,2026-05-18T21:18:53.555119,192.168.242.85,10.0.243.204,tcp,http,4.543,3898,2001,Normal,0,Low
CYB-0016194,2026-08-21T14:18:53.555119,192.168.73.140,10.0.110.217,tcp,ftp,1.604,9023,1651,Normal,0,Low
CYB-0016195,2026-07-12T14:18:53.555119,192.168.107.175,10.0.250.242,icmp,http,8.25,7834,9046,Normal,0,Low
CYB-0016196,2026-08-16T20:18:53.555119,192.168.75.248,10.0.163.28,tcp,ssh,1.273,9311,5590,Normal,0,Low
CYB-0016197,2026-07-17T20:18:53.555119,192.168.246.119,10.0.59.138,icmp,ssh,2.765,1549,6437,DoS,1,High
CYB-0016198,2026-05-23T06:18:53.555119,192.168.155.75,10.0.213.11,tcp,ftp,2.096,5299,1046,Normal,0,Low
CYB-0016199,2026-06-15T11:18:53.555119,192.168.207.251,10.0.89.227,icmp,ftp,0.308,8770,2138,Normal,0,Low
CYB-0016200,2026-08-09T13:18:53.555119,192.168.74.12,10.0.153.207,tcp,dns,4.057,9320,9407,Normal,0,Low
CYB-0016201,2026-08-16T10:18:53.555119,192.168.237.16,10.0.212.40,icmp,http,6.613,1863,3939,Normal,0,Low
CYB-0016202,2026-08-12T22:18:53.555119,192.168.42.118,10.0.201.68,icmp,dns,5.378,2447,6909,Normal,0,Low
CYB-0016203,2026-06-24T10:18:53.555119,192.168.68.123,10.0.73.113,udp,ftp,6.139,6008,6118,Normal,0,Low
CYB-0016204,2026-08-10T09:18:53.555119,192.168.20.162,10.0.58.139,udp,ssh,8.67,3948,4948,Normal,0,Low
CYB-0016205,2026-06-12T00:18:53.555119,192.168.26.64,10.0.96.191,icmp,http,4.002,1031,6871,Normal,0,Low
CYB-0016206,2026-06-25T08:18:53.555119,192.168.32.200,10.0.215.28,tcp,ssh,1.7,609,6420,Normal,0,Low
CYB-0016207,2026-05-31T13:18:53.555119,192.168.151.145,10.0.49.199,udp,http,6.942,2814,7125,Normal,0,Low
CYB-0016208,2026-05-28T17:18:53.555119,192.168.12.117,10.0.57.163,udp,ssh,6.952,4608,7938,Normal,0,Low
CYB-0016209,2026-06-01T03:18:53.555119,192.168.3.26,10.0.212.223,udp,dns,3.596,8933,9147,Normal,0,Low
CYB-0016210,2026-07-15T22:18:53.555119,192.168.16.69,10.0.232.44,icmp,ftp,8.77,5264,8607,Normal,0,Low
CYB-0016211,2026-08-01T17:18:53.555119,192.168.226.241,10.0.215.200,tcp,http,9.499,389,4060,Normal,0,Low
CYB-0016212,2026-06-09T13:18:53.555119,192.168.216.91,10.0.198.253,tcp,ssh,2.874,5314,196,Normal,0,Low
CYB-0016213,2026-06-14T12:18:53.555119,192.168.60.92,10.0.246.121,tcp,ftp,0.029,9832,4556,Normal,0,Low
CYB-0016214,2026-06-05T13:18:53.555119,192.168.176.216,10.0.207.150,icmp,ssh,7.174,7790,1651,Normal,0,Low
CYB-0016215,2026-05-19T05:18:53.555119,192.168.111.119,10.0.176.36,udp,dns,6.189,4270,1885,Normal,0,Low
CYB-0016216,2026-06-18T06:18:53.555119,192.168.0.145,10.0.236.9,tcp,dns,2.107,427,9104,Normal,0,Low
CYB-0016217,2026-07-06T15:18:53.555119,192.168.184.85,10.0.26.105,udp,dns,0.056,8433,6090,Normal,0,Low
CYB-0016218,2026-06-23T20:18:53.555119,192.168.86.10,10.0.88.119,icmp,dns,3.71,6361,6839,Normal,0,Low
CYB-0016219,2026-05-28T06:18:53.555119,192.168.30.142,10.0.8.50,tcp,ssh,6.016,4657,9849,Normal,0,Low
CYB-0016220,2026-08-22T10:18:53.555119,192.168.89.191,10.0.168.220,udp,http,5.984,8176,3386,Normal,0,Low
CYB-0016221,2026-07-01T14:18:53.555119,192.168.113.215,10.0.220.166,tcp,dns,2.009,7194,8533,Normal,0,Low
CYB-0016222,2026-07-31T02:18:53.555119,192.168.112.221,10.0.125.158,tcp,ssh,1.498,1076,9314,Normal,0,Low
CYB-0016223,2026-08-20T03:18:53.555119,192.168.76.117,10.0.142.66,tcp,ftp,7.505,5041,6928,Normal,0,Low
CYB-0016224,2026-07-23T18:18:53.555119,192.168.95.162,10.0.221.28,udp,ftp,2.917,4832,6272,Normal,0,Low
CYB-0016225,2026-05-23T21:18:53.555119,192.168.178.24,10.0.63.76,icmp,ssh,3.607,5117,1545,Normal,0,Low
CYB-0016226,2026-08-10T06:18:53.555119,192.168.87.213,10.0.50.120,udp,ssh,6.408,7326,5274,Exploits,1,High
CYB-0016227,2026-07-09T21:18:53.555119,192.168.68.108,10.0.192.43,icmp,dns,3.495,5778,6335,Normal,0,Low
CYB-0016228,2026-06-03T18:18:53.555119,192.168.83.132,10.0.172.147,icmp,ssh,8.694,7408,7692,DoS,1,High
CYB-0016229,2026-07-25T15:18:53.555119,192.168.114.14,10.0.163.247,tcp,ftp,5.396,4352,4547,Normal,0,Low
CYB-0016230,2026-05-26T23:18:53.555119,192.168.5.7,10.0.81.51,udp,http,7.938,4104,9465,Normal,0,Low
CYB-0016231,2026-06-29T04:18:53.555119,192.168.154.72,10.0.85.243,udp,ftp,6.208,1786,8612,Normal,0,Low
CYB-0016232,2026-05-25T05:18:53.555119,192.168.225.99,10.0.220.199,udp,ftp,4.433,1789,683,Normal,0,Low
CYB-0016233,2026-07-18T12:18:53.555119,192.168.248.60,10.0.250.231,udp,ssh,4.863,5909,3033,Normal,0,Low
CYB-0016234,2026-07-26T19:18:53.555119,192.168.119.184,10.0.124.253,udp,ftp,5.942,7669,3945,Normal,0,Low
CYB-0016235,2026-06-09T17:18:53.555119,192.168.233.177,10.0.206.193,tcp,dns,8.074,9705,5920,Normal,0,Low
CYB-0016236,2026-07-13T22:18:53.555119,192.168.124.140,10.0.55.181,udp,http,9.556,4594,2955,Normal,0,Low
CYB-0016237,2026-07-11T14:18:53.555119,192.168.216.201,10.0.87.9,tcp,ssh,6.495,5908,5530,Normal,0,Low
CYB-0016238,2026-06-29T11:18:53.555119,192.168.118.72,10.0.95.206,tcp,ftp,3.891,4325,5706,Normal,0,Low
CYB-0016239,2026-07-09T07:18:53.555119,192.168.80.245,10.0.137.145,icmp,dns,4.972,7369,1708,Fuzzers,1,High
CYB-0016240,2026-06-22T15:18:53.555119,192.168.231.9,10.0.45.201,icmp,ftp,5.094,8268,9692,Normal,0,Low
CYB-0016241,2026-08-05T02:18:53.555119,192.168.115.101,10.0.56.183,udp,ssh,1.657,7867,6913,Normal,0,Low
CYB-0016242,2026-06-21T11:18:53.555119,192.168.28.234,10.0.191.82,tcp,ftp,0.86,2038,4516,Normal,0,Low
CYB-0016243,2026-07-03T07:18:53.555119,192.168.13.115,10.0.249.202,tcp,http,7.989,3070,3736,Fuzzers,1,High
CYB-0016244,2026-07-06T03:18:53.555119,192.168.248.245,10.0.96.211,udp,http,4.857,6107,8505,Normal,0,Low
CYB-0016245,2026-05-23T23:18:53.555119,192.168.249.233,10.0.142.7,icmp,ssh,9.599,2321,8263,Normal,0,Low
CYB-0016246,2026-06-28T13:18:53.555119,192.168.128.169,10.0.103.175,tcp,dns,2.379,6606,8764,Normal,0,Low
CYB-0016247,2026-06-11T15:18:53.555119,192.168.159.197,10.0.160.161,icmp,ssh,9.458,9459,6933,Normal,0,Low
CYB-0016248,2026-08-18T06:18:53.555119,192.168.75.192,10.0.69.40,tcp,dns,5.39,6978,1881,Normal,0,Low
CYB-0016249,2026-06-19T14:18:53.555119,192.168.172.48,10.0.37.236,icmp,dns,3.564,1490,357,Normal,0,Low
CYB-0016250,2026-06-25T21:18:53.555119,192.168.86.42,10.0.56.181,udp,dns,1.773,8612,8708,Normal,0,Low
CYB-0016251,2026-07-14T13:18:53.555119,192.168.162.81,10.0.38.77,udp,ftp,9.841,8737,8700,Normal,0,Low
CYB-0016252,2026-05-23T10:18:53.555119,192.168.190.138,10.0.216.12,icmp,dns,7.927,4445,9451,Normal,0,Low
CYB-0016253,2026-08-07T09:18:53.555119,192.168.186.218,10.0.25.85,udp,http,1.903,7997,5466,Normal,0,Low
CYB-0016254,2026-05-31T15:18:53.555119,192.168.139.135,10.0.242.36,tcp,ssh,8.644,9496,611,Normal,0,Low
CYB-0016255,2026-05-17T05:18:53.555119,192.168.199.228,10.0.69.149,icmp,ssh,7.553,2537,6627,Normal,0,Low
CYB-0016256,2026-08-14T13:18:53.555119,192.168.219.183,10.0.122.185,icmp,ftp,6.131,2923,7073,Normal,0,Low
CYB-0016257,2026-08-12T18:18:53.555119,192.168.7.234,10.0.199.158,udp,ftp,4.145,7899,1816,Normal,0,Low
CYB-0016258,2026-06-28T16:18:53.555119,192.168.57.172,10.0.89.27,icmp,ssh,7.719,1659,2959,Normal,0,Low
CYB-0016259,2026-05-31T06:18:53.555119,192.168.213.142,10.0.197.242,udp,ftp,5.629,7114,7356,Normal,0,Low
CYB-0016260,2026-06-08T11:18:53.555119,192.168.17.226,10.0.94.113,icmp,http,2.822,2511,3557,Normal,0,Low
CYB-0016261,2026-05-27T05:18:53.555119,192.168.215.250,10.0.149.183,tcp,ftp,1.589,7230,5051,Normal,0,Low
CYB-0016262,2026-06-28T01:18:53.555119,192.168.167.216,10.0.153.224,icmp,ftp,9.647,9829,9452,Normal,0,Low
CYB-0016263,2026-07-27T13:18:53.555119,192.168.231.48,10.0.2.147,tcp,ssh,8.761,2495,9651,Normal,0,Low
CYB-0016264,2026-06-12T02:18:53.555119,192.168.137.0,10.0.53.244,icmp,ssh,4.732,939,8346,Normal,0,Low
CYB-0016265,2026-08-05T19:18:53.555119,192.168.79.25,10.0.0.2,icmp,dns,8.789,5487,8190,Normal,0,Low
CYB-0016266,2026-05-28T08:18:53.555119,192.168.112.133,10.0.55.62,icmp,dns,2.932,4563,9516,Normal,0,Low
CYB-0016267,2026-07-04T17:18:53.555119,192.168.106.179,10.0.180.162,tcp,http,1.889,7050,3583,Normal,0,Low
CYB-0016268,2026-06-13T12:18:53.555119,192.168.170.3,10.0.3.166,udp,ftp,9.417,3070,3545,DoS,1,High
CYB-0016269,2026-08-01T09:18:53.555119,192.168.83.114,10.0.7.191,icmp,ssh,3.251,112,7695,Normal,0,Low
CYB-0016270,2026-07-25T07:18:53.555119,192.168.111.9,10.0.117.88,icmp,http,5.577,6877,2801,Normal,0,Low
CYB-0016271,2026-07-11T19:18:53.555119,192.168.245.148,10.0.253.195,udp,ftp,0.75,1048,6251,Normal,0,Low
CYB-0016272,2026-05-31T16:18:53.555119,192.168.147.50,10.0.63.57,icmp,http,5.028,5084,7013,Normal,0,Low
CYB-0016273,2026-07-15T17:18:53.555119,192.168.135.47,10.0.51.91,udp,dns,9.09,8895,4164,Normal,0,Low
CYB-0016274,2026-08-22T09:18:53.555119,192.168.236.176,10.0.68.182,icmp,ssh,4.745,1758,1265,Normal,0,Low
CYB-0016275,2026-05-26T19:18:53.555119,192.168.88.23,10.0.195.33,icmp,ftp,4.262,6071,7161,Fuzzers,1,High
CYB-0016276,2026-08-06T02:18:53.555119,192.168.246.52,10.0.41.29,udp,ssh,7.568,8842,4261,Normal,0,Low
CYB-0016277,2026-07-09T11:18:53.555119,192.168.33.103,10.0.28.206,tcp,dns,6.157,6719,1736,Normal,0,Low
CYB-0016278,2026-06-29T08:18:53.555119,192.168.208.19,10.0.157.91,tcp,dns,2.673,901,1943,Normal,0,Low
CYB-0016279,2026-07-30T00:18:53.555119,192.168.203.141,10.0.28.61,udp,http,1.193,9556,688,Normal,0,Low
CYB-0016280,2026-06-12T11:18:53.555119,192.168.220.141,10.0.245.33,icmp,ssh,9.505,8822,5973,Normal,0,Low
CYB-0016281,2026-06-13T08:18:53.555119,192.168.186.95,10.0.159.182,icmp,ftp,2.702,2727,8655,Normal,0,Low
CYB-0016282,2026-08-10T12:18:53.555119,192.168.136.113,10.0.192.65,udp,dns,9.379,1589,8063,Normal,0,Low
CYB-0016283,2026-05-25T03:18:53.555119,192.168.31.27,10.0.24.176,tcp,ftp,0.818,1399,3847,Normal,0,Low
CYB-0016284,2026-06-04T23:18:53.555119,192.168.113.89,10.0.222.105,icmp,dns,8.859,9384,672,Exploits,1,High
CYB-0016285,2026-06-06T17:18:53.555119,192.168.69.134,10.0.89.36,tcp,ftp,1.856,3640,6648,Normal,0,Low
CYB-0016286,2026-06-24T07:18:53.555119,192.168.146.247,10.0.107.137,tcp,ssh,8.569,9157,8556,Normal,0,Low
CYB-0016287,2026-05-15T03:18:53.555119,192.168.188.102,10.0.183.143,tcp,http,7.044,7750,9967,Fuzzers,1,High
CYB-0016288,2026-06-04T09:18:53.555119,192.168.74.50,10.0.114.169,tcp,ftp,0.192,980,9003,Normal,0,Low
CYB-0016289,2026-07-06T07:18:53.555119,192.168.245.95,10.0.21.158,icmp,ssh,6.956,508,2054,Exploits,1,High
CYB-0016290,2026-05-27T01:18:53.555119,192.168.212.126,10.0.246.120,udp,http,3.015,427,6686,Normal,0,Low
CYB-0016291,2026-07-11T07:18:53.555119,192.168.137.169,10.0.31.107,icmp,dns,6.66,819,8795,Normal,0,Low
CYB-0016292,2026-05-23T15:18:53.555119,192.168.226.231,10.0.251.35,icmp,ftp,4.137,5522,265,Normal,0,Low
CYB-0016293,2026-07-22T17:18:53.555119,192.168.124.116,10.0.70.151,icmp,dns,3.455,4690,4013,Normal,0,Low
CYB-0016294,2026-08-07T20:18:53.555119,192.168.203.1,10.0.203.122,udp,ftp,0.672,6126,8958,DoS,1,High
CYB-0016295,2026-08-20T15:18:53.555119,192.168.224.57,10.0.146.248,udp,http,8.761,2681,8598,Normal,0,Low
CYB-0016296,2026-06-07T00:18:53.555119,192.168.193.97,10.0.241.111,udp,dns,6.473,2887,6846,Normal,0,Low
CYB-0016297,2026-06-06T05:18:53.555119,192.168.186.74,10.0.178.54,icmp,http,8.585,1849,275,Normal,0,Low
CYB-0016298,2026-08-13T00:18:53.555119,192.168.41.142,10.0.213.146,tcp,ftp,0.202,126,6826,Fuzzers,1,High
CYB-0016299,2026-06-13T19:18:53.555119,192.168.163.202,10.0.162.69,icmp,http,5.815,3296,2618,Normal,0,Low
CYB-0016300,2026-06-19T11:18:53.555119,192.168.85.13,10.0.62.195,tcp,dns,7.133,3645,684,Normal,0,Low
CYB-0016301,2026-07-19T15:18:53.555119,192.168.99.130,10.0.251.93,udp,ftp,6.751,3943,2974,Normal,0,Low
CYB-0016302,2026-07-02T20:18:53.555119,192.168.31.196,10.0.252.226,udp,ssh,1.572,5057,6939,Normal,0,Low
CYB-0016303,2026-07-24T02:18:53.555119,192.168.118.21,10.0.1.16,icmp,ssh,7.724,1390,6152,Normal,0,Low
CYB-0016304,2026-07-20T16:18:53.555119,192.168.15.213,10.0.204.148,udp,dns,5.634,7411,8129,Normal,0,Low
CYB-0016305,2026-05-24T23:18:53.555119,192.168.175.36,10.0.45.198,icmp,ssh,6.441,8764,7592,Normal,0,Low
CYB-0016306,2026-07-08T13:18:53.555119,192.168.155.66,10.0.214.12,icmp,dns,2.421,9852,4131,Normal,0,Low
CYB-0016307,2026-08-01T02:18:53.555119,192.168.223.91,10.0.153.94,tcp,ftp,2.924,4780,3524,Normal,0,Low
CYB-0016308,2026-07-06T07:18:53.555119,192.168.134.131,10.0.63.2,tcp,http,2.386,4320,4294,Fuzzers,1,High
CYB-0016309,2026-06-01T14:18:53.555119,192.168.144.51,10.0.144.87,tcp,ftp,3.248,6318,2705,Generic,1,High
CYB-0016310,2026-05-15T15:18:53.555119,192.168.19.67,10.0.17.162,tcp,dns,3.335,3233,9829,Normal,0,Low
CYB-0016311,2026-06-24T07:18:53.555119,192.168.200.23,10.0.2.172,udp,ssh,1.93,7816,7559,DoS,1,High
CYB-0016312,2026-05-28T14:18:53.555119,192.168.27.218,10.0.158.124,tcp,http,0.015,5799,5241,Normal,0,Low
CYB-0016313,2026-08-16T20:18:53.555119,192.168.243.252,10.0.45.210,icmp,http,1.332,4944,3904,Normal,0,Low
CYB-0016314,2026-08-08T09:18:53.555119,192.168.182.30,10.0.123.81,udp,ftp,7.331,5591,5886,Normal,0,Low
CYB-0016315,2026-07-11T05:18:53.555119,192.168.59.60,10.0.229.161,tcp,http,4.811,3098,9530,Normal,0,Low
CYB-0016316,2026-07-06T08:18:53.555119,192.168.102.133,10.0.182.196,tcp,ftp,9.718,912,6348,Normal,0,Low
CYB-0016317,2026-07-04T19:18:53.555119,192.168.116.29,10.0.77.183,icmp,ftp,7.259,8600,7863,Normal,0,Low
CYB-0016318,2026-06-29T23:18:53.555119,192.168.242.199,10.0.217.86,udp,ssh,0.53,3942,3583,Normal,0,Low
CYB-0016319,2026-06-16T03:18:53.555119,192.168.32.140,10.0.180.237,udp,http,5.166,9637,9137,Normal,0,Low
CYB-0016320,2026-07-11T23:18:53.555119,192.168.109.161,10.0.27.245,udp,ssh,3.581,7966,2722,Normal,0,Low
CYB-0016321,2026-07-02T14:18:53.555119,192.168.68.20,10.0.73.114,tcp,ssh,3.434,7266,4417,Normal,0,Low
CYB-0016322,2026-07-30T22:18:53.555119,192.168.12.95,10.0.179.100,tcp,ssh,4.609,3819,3498,Normal,0,Low
CYB-0016323,2026-08-12T21:18:53.555119,192.168.250.246,10.0.48.183,udp,dns,5.841,5003,2973,Normal,0,Low
CYB-0016324,2026-05-27T11:18:53.555119,192.168.87.89,10.0.91.152,tcp,ftp,4.11,471,2193,Normal,0,Low
CYB-0016325,2026-05-29T03:18:53.555119,192.168.210.55,10.0.87.46,tcp,http,8.303,808,907,Normal,0,Low
CYB-0016326,2026-07-30T16:18:53.555119,192.168.57.93,10.0.133.131,udp,http,9.932,4888,5216,Normal,0,Low
CYB-0016327,2026-07-27T03:18:53.555119,192.168.43.148,10.0.128.50,udp,http,3.188,2731,6874,Normal,0,Low
CYB-0016328,2026-06-08T21:18:53.555119,192.168.24.49,10.0.34.230,icmp,http,6.362,7516,2029,Normal,0,Low
CYB-0016329,2026-07-04T08:18:53.555119,192.168.194.50,10.0.126.129,icmp,ssh,7.052,8743,4063,Normal,0,Low
CYB-0016330,2026-07-22T03:18:53.555119,192.168.86.94,10.0.210.4,udp,ssh,1.356,6584,9961,Normal,0,Low
CYB-0016331,2026-06-17T08:18:53.555119,192.168.39.239,10.0.175.14,udp,ssh,6.792,5953,341,Normal,0,Low
CYB-0016332,2026-07-10T01:18:53.555119,192.168.174.145,10.0.168.47,icmp,ftp,7.311,7622,1600,Normal,0,Low
CYB-0016333,2026-06-23T10:18:53.555119,192.168.204.55,10.0.206.42,udp,http,2.578,5922,195,Normal,0,Low
CYB-0016334,2026-06-04T19:18:53.555119,192.168.242.9,10.0.88.113,tcp,http,7.302,2652,9431,Normal,0,Low
CYB-0016335,2026-07-31T18:18:53.555119,192.168.104.174,10.0.125.192,icmp,ssh,7.489,7528,4503,Normal,0,Low
CYB-0016336,2026-07-02T14:18:53.555119,192.168.216.129,10.0.123.183,tcp,ssh,0.434,7385,9008,Normal,0,Low
CYB-0016337,2026-07-14T00:18:53.555119,192.168.149.106,10.0.238.249,udp,http,5.137,778,2900,Normal,0,Low
CYB-0016338,2026-07-31T06:18:53.555119,192.168.182.89,10.0.163.145,udp,http,4.95,6764,134,Normal,0,Low
CYB-0016339,2026-06-17T19:18:53.555119,192.168.45.93,10.0.113.143,tcp,ftp,7.713,7369,594,Fuzzers,1,High
CYB-0016340,2026-07-21T01:18:53.555119,192.168.105.86,10.0.56.37,udp,dns,0.792,1894,2670,Normal,0,Low
CYB-0016341,2026-07-27T14:18:53.555119,192.168.219.148,10.0.211.10,udp,ftp,7.766,8843,8752,DoS,1,High
CYB-0016342,2026-06-22T20:18:53.555119,192.168.59.15,10.0.81.227,tcp,ssh,7.491,6132,7879,Normal,0,Low
CYB-0016343,2026-08-22T06:18:53.555119,192.168.45.19,10.0.234.207,icmp,ftp,9.336,3464,8248,Normal,0,Low
CYB-0016344,2026-06-29T17:18:53.555119,192.168.185.0,10.0.121.239,tcp,dns,0.968,684,5242,Normal,0,Low
CYB-0016345,2026-06-20T18:18:53.555119,192.168.218.88,10.0.157.50,tcp,http,7.248,6783,4660,Normal,0,Low
CYB-0016346,2026-05-29T03:18:53.555119,192.168.225.48,10.0.101.19,icmp,ssh,0.647,3469,6192,Normal,0,Low
CYB-0016347,2026-05-21T12:18:53.555119,192.168.254.49,10.0.77.159,udp,dns,5.565,4735,9999,Normal,0,Low
CYB-0016348,2026-08-19T19:18:53.555119,192.168.28.236,10.0.92.106,udp,ssh,6.259,2122,1440,Normal,0,Low
CYB-0016349,2026-08-21T21:18:53.555119,192.168.102.191,10.0.190.147,icmp,ftp,6.166,9486,2131,Normal,0,Low
CYB-0016350,2026-06-03T10:18:53.555119,192.168.110.60,10.0.225.176,tcp,http,4.282,8279,5193,Normal,0,Low
CYB-0016351,2026-05-29T11:18:53.555119,192.168.2.113,10.0.8.129,tcp,ssh,4.236,5294,6510,Normal,0,Low
CYB-0016352,2026-05-23T04:18:53.555119,192.168.180.93,10.0.190.85,tcp,ssh,2.09,4045,2732,Normal,0,Low
CYB-0016353,2026-07-12T11:18:53.555119,192.168.149.80,10.0.97.185,icmp,dns,3.665,4692,8535,Fuzzers,1,High
CYB-0016354,2026-07-30T00:18:53.555119,192.168.136.56,10.0.215.177,icmp,ssh,6.165,5708,1716,Normal,0,Low
CYB-0016355,2026-07-14T19:18:53.555119,192.168.16.147,10.0.176.129,tcp,dns,6.294,9390,538,Normal,0,Low
CYB-0016356,2026-07-26T04:18:53.555119,192.168.185.102,10.0.103.196,udp,ssh,3.813,667,2654,Normal,0,Low
CYB-0016357,2026-08-20T06:18:53.555119,192.168.143.30,10.0.200.24,udp,ssh,3.101,9760,3943,DoS,1,High
CYB-0016358,2026-07-26T16:18:53.555119,192.168.242.123,10.0.152.11,tcp,http,6.546,857,7808,Normal,0,Low
CYB-0016359,2026-08-07T07:18:53.555119,192.168.115.139,10.0.171.128,tcp,ftp,9.529,4658,3078,Normal,0,Low
CYB-0016360,2026-05-25T17:18:53.555119,192.168.4.99,10.0.227.178,tcp,http,5.037,3343,7381,Normal,0,Low
CYB-0016361,2026-05-29T01:18:53.555119,192.168.24.16,10.0.99.180,udp,dns,6.115,2566,9104,Normal,0,Low
CYB-0016362,2026-08-18T02:18:53.555119,192.168.202.87,10.0.46.177,tcp,ftp,7.53,3005,7241,Normal,0,Low
CYB-0016363,2026-06-17T14:18:53.555119,192.168.194.3,10.0.238.7,tcp,ssh,6.233,2799,3980,Normal,0,Low
CYB-0016364,2026-07-22T16:18:53.555119,192.168.228.246,10.0.94.163,icmp,dns,5.395,1915,7163,Normal,0,Low
CYB-0016365,2026-08-04T00:18:53.555119,192.168.143.35,10.0.196.182,tcp,ftp,7.254,4490,9399,Normal,0,Low
CYB-0016366,2026-08-10T13:18:53.555119,192.168.60.6,10.0.109.55,icmp,ssh,7.505,4831,2045,Normal,0,Low
CYB-0016367,2026-06-21T13:18:53.555119,192.168.146.171,10.0.42.251,icmp,ftp,1.772,9577,8869,Normal,0,Low
